"Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH" "Phase_effects_with_Fe_G_D.BH" "Phase_effects_with_Fe_G.BH" "Phase_effects_with_Fe_G_L.BH" "Phase_effects_with_Fe_L.BH" "Phase_effects_without_Fe_G_D.BH" "Phase_effects_without_Fe_G.BH" "Phase_effects_without_Fe_G_L.BH" "Phase_effects_without_Fe_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_L.BH"
"Rv0063a" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00243773231647423 7.78389715540939e-05 0.000345110021432203 0.992127807018673 0.00540875036386856 0.000323301026291195 1.46006188673638e-45 0.0212485248634038 0.992101169808275 1.03511925177403e-13 1.05686827624079e-25 0.127157549986858 0.108278610654858 0.0358783397266924 0.0349071720943042 0.998498138481726
"Rv0064" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 9.18349500843498e-17 9.19884910679339e-12 0.0460015783962957 0.825895779195496 0.000932074805372758 1.46540889040679e-26 4.84465402703844e-61 1.76728041547244e-22 2.22733734585169e-33 8.24065836374952e-63 3.60480147058461e-43 2.56261314027474e-19 1.67991427099245e-08 0.000195439764170703 0.106129958898321 0.998498138481726
"Rv0064A" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.65978014711629e-10 1.33795167089804e-08 0.74737110307729 0.967742377084416 0.00227583735232041 1.38971203313537e-12 3.09613715820929e-61 1.04424879047367e-17 3.79729047926709e-21 2.58709081786231e-53 2.95652288211069e-51 2.27993343547914e-16 0.000105300512764141 3.44959641556154e-06 0.363391012023564 0.998498138481726
"Rv0065" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.94426310607298e-05 1.67842128810006e-08 0.390008190119823 0.928482166544197 8.01802997479022e-06 3.03585137940424e-09 2.50396780686739e-27 2.29269601014666e-10 9.09891955660559e-20 2.20791623398116e-34 4.6312349379119e-34 3.66625229408424e-08 0.00588635055423225 0.000246945219882817 0.479622325928172 0.998498138481726
"Rv0066c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.72576875250346 4.6718927092677e-09 1.9416769353071e-06 0.993657187978439 0.678462217549781 0.804811601688946 0.694507083324571 0.0263842057088649 0.449488450433446 2.93083608160808e-09 2.57639397218242e-08 0.0775714801420137 0.888729053031295 4.96765186495472e-05 0.000869421124071208 0.998498138481726
"Rv0067c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.100284389322727 0.00626969009938988 0.0499551495379605 0.942030525123758 0.779130559409626 0.0235240541954291 0.634636542870953 3.27367558339135e-06 0.0487859368799492 0.157354750960146 1.37270622548473e-05 0.000816534471986443 0.347526275651023 0.0296389296076471 0.0123338390924735 0.998498138481726
"Rv0068" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.703015009110665 0.273627837196092 0.501859904805672 0.99375102884922 0.0475806289690276 0.544075848867781 0.714124718629478 0.296421187201375 0.00196398868583761 0.0679883691513508 0.985679437046035 0.681776277955587 0.553266644909957 0.459319657421628 0.849800398514158 0.998498138481726
"Rv0069c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.477935058572753 0.100578222485679 0.939081661970696 0.946139306557062 1.34114368368668e-06 0.000191909325205067 0.0472051475030701 2.965498630933e-08 8.59287495048072e-07 3.94265378275345e-09 0.033516053548369 1.42368006995812e-10 0.937149639128006 0.113774499897595 0.948826198954529 0.998498138481726
"Rv0070c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00293687278067863 0.00377863670352127 0.0261544092638451 0.990751463179821 1.81394958607274e-12 0.813988319930924 1.10897661534662e-08 7.42186663157714e-40 1.79184366905275e-05 0.00249518433116224 0.000757397070924628 1.20465674470451e-41 0.164471256360795 0.0784863121713545 0.177898037940388 0.998498138481726
"Rv0071" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.627135974108789 0.0235030638689361 0.556205214578057 0.834277859041127 0.105623436116421 0.507547853696472 0.000940338232410975 4.26805408356461e-05 0.762202571576552 0.0258491340812968 8.45057139571104e-05 0.000705486817498415 0.512065921207605 0.0915701743477851 0.764338924669724 0.998498138481726
"Rv0072" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.186504696715153 0.000232295232802943 0.0592672476483071 0.918118489213419 5.70139208399217e-13 2.39521914757271e-13 6.27737825187964e-30 1.76575334440363e-09 6.78910407622138e-19 2.51841286794466e-31 2.6045831221775e-48 1.08066334232058e-06 0.378697142776957 0.00203658775184614 0.044419586280514 0.998498138481726
"Rv0073" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000456808711211831 0.000127079648562752 0.000136449186783663 0.782808579522092 1.24086351571924e-51 2.35716827032568e-52 2.30767965219781e-58 1.61250217173816e-29 6.47704688571e-81 8.25821591212679e-69 1.65470553555681e-97 2.90102444156328e-25 0.00850610069930175 0.00107085827073652 0.000444921470247949 0.998498138481726
"Rv0074" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0650057134497962 0.00457792408572704 0.180835564401076 0.922724430189349 5.95004737594465e-30 2.13786006730691e-39 4.38918117748679e-41 2.62754911509158e-18 2.46946215189447e-44 1.75584669311556e-49 5.61044980059451e-54 2.62175235914905e-18 0.124620224506984 0.0269198740019472 0.210394988441063 0.999615955253652
"Rv0075" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.856797711662747 0.0734537539232001 0.496991714660239 0.99375102884922 1.48822221720701e-38 2.74873152917217e-30 6.77918686715101e-23 1.58895877121957e-08 5.23724325038916e-42 3.69176627295945e-38 4.34052348112954e-36 2.02633558986963e-07 0.697088580119418 0.0649192499149277 0.104519650348627 0.998498138481726
"Rv0076c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.378283398630737 0.0490719017553969 0.00604707644640293 0.345711618497796 0.0314582451031264 0.0546495994383265 0.00126550182257882 4.86078911308959e-08 2.3915243648082e-05 3.69874223424828e-06 0.943462788963974 0.0183313078190112 0.208967194872901 0.0272575816525983 0.0586088969250963 0.527244202790509
"Rv0077c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0355779497714656 0.32534506662025 0.686075951427229 0.251664494252854 4.90622863240057e-11 8.55673846265945e-06 9.49535041628946e-08 7.51413089644378e-22 1.2122146099412e-21 0.0255057365494773 6.00660824488514e-08 3.70673134285473e-10 0.0754200094013922 0.411360769178403 0.976199356560487 0.488194602134972
"Rv0078" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.128543585803847 0.0713494659227682 0.504714706861918 0.928482166544197 0.00237888351219149 7.94217268520617e-14 3.08108142074234e-15 0.461417888224887 7.52965926558242e-07 0.00186390021704272 3.6452243511278e-19 0.144834958599662 0.304670728948372 0.0290373219427786 0.592758196780439 0.998498138481726
"Rv0078A" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.01354017986992 0.855691124183122 0.85328040186282 0.999854649905164 5.00173533790239e-14 2.52474115579082e-18 8.61785165138353e-42 7.74589793670023e-11 9.03433360261747e-26 2.4425406919504e-13 3.62252724968468e-37 6.33516153063835e-10 0.100110450911687 0.516448369095761 0.666076663466866 0.998498138481726
"Rv0078B" 0.999652421664065 0.99978373860597 0.999897569248579 0.280418266646062 0.371687193743236 0.670993036715555 0.518510212488445 0.785936617141935 1.18720867059102e-07 0.000300411448647405 7.54685667216644e-43 0.000210427247295675 1.14856831655357e-09 0.000955952951779268 3.18440222469066e-34 0.0266797569780619 0.705379129566401 0.938060107278734 0.396354198461491 0.994324268545132
"Rv0079" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.164138035996557 0.0353578687458908 0.810044768686712 0.946139306557062 1.61324391820391e-15 1.86992201705394e-09 1.29575138420777e-08 9.99870151184744e-05 1.12677642884093e-27 9.37747139562214e-17 3.17825728314415e-09 3.97549688076958e-05 0.105276353693687 0.224600398218722 0.917350911526233 0.998498138481726
"Rv0080" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0243452102461881 0.198318521623795 0.649502586553786 0.825007242835839 1.06917889945607e-35 1.18693691567328e-18 2.38298721156508e-15 3.38194902245311e-10 1.38397274391205e-69 9.16840934187986e-24 3.15579803739528e-18 5.0413991061338e-12 0.00116902836232329 0.567948275772171 0.701053137334097 0.998498138481726
"Rv0081" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000181440675107421 0.0694907706833276 0.00140419403029067 0.185816248617457 2.80353751058795e-53 5.12921824367942e-34 5.71668393691089e-34 3.42111166702273e-21 1.10895729959561e-83 4.0077489671302e-48 8.92648856010345e-53 4.38098743658062e-33 0.0232466462748031 0.201090073757859 0.0687894638206562 0.762396471234079
"Rv0082" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0280990704377479 0.000137021601377829 0.00685673907318416 0.444299746507374 1.60469522490166e-26 8.59600217607691e-33 3.16194153816414e-28 1.04711544723729e-16 8.59023516864832e-39 3.97144256505984e-63 3.74948996247181e-47 8.51826155222691e-21 0.212417714332487 0.00417259775148236 0.0423698590438808 0.998498138481726
"Rv0083" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.1342810776864 0.000411376868129676 0.0285711626677742 0.583638123604055 1.74520650816556e-11 5.9103047735002e-17 6.1947759813359e-14 1.37908326500056e-05 4.46211687945447e-18 2.5864954991321e-36 7.27388146631129e-29 1.58989859004343e-08 0.317209892379665 0.0136943000923357 0.0269472937895163 0.998498138481726
"Rv0084" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.251202185646539 6.34800669663874e-05 0.0947116737484137 0.593635985781345 9.19552393272534e-09 3.14491695433679e-18 0.000126609490164645 2.23536874130762e-09 1.12089989449835e-11 1.51769335165274e-41 6.89009034716823e-11 5.09630382546156e-14 0.625454524087199 0.00451538321532662 0.117452609128777 0.998498138481726
"Rv0085" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.266036200994142 0.00052565311934162 0.349732717673451 0.961792773382745 0.000258380846157896 2.57391493876394e-08 0.0138353198646598 0.00794197200053351 4.1649921492419e-07 7.42863788688615e-21 1.49372202230681e-05 0.00125598058303842 0.489827224320928 0.031291521055981 0.295658602817824 0.998498138481726
"Rv0086" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.187248085466103 2.22051964793273e-05 0.643436898649096 0.439301152536285 0.00437461518464344 1.93013567184021e-08 0.0120406405882032 0.0201145531154968 4.89300437937016e-06 3.24407871899326e-25 0.000150490365176943 4.67742687964844e-06 0.37895529861374 0.00484814102955619 0.496094180287678 0.799998203220247
"Rv0087" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0263622060831766 0.000361269643132882 0.55210134574159 0.639504320794054 2.0943044466124e-06 1.00247954736229e-07 0.0156617258843883 2.85294585896372e-07 7.54063891108873e-12 1.06847595948542e-21 0.00531813853975631 6.6782984828864e-14 0.26853238622849 0.0147939939663479 0.854940600413385 0.77835225722014
"Rv0088" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.863091898838113 0.352648784093279 0.0453061183761272 0.998670883741985 1.71277622469843e-11 0.0165929022981193 0.0510886495214947 4.97789985809584e-31 1.40786633136292e-12 0.00030628910931077 2.91849572434455e-05 1.2970880886071e-27 0.893166585115593 0.561016249842315 0.194734586039858 0.998498138481726
"Rv0089" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.860450149741079 0.425395188371659 0.00204864603716787 0.883949569991984 2.11528973945569e-23 5.24832090191199e-19 0.00181875304351696 6.07190824906828e-51 2.05668907695233e-20 5.86420420217904e-23 0.900180146689888 2.98383343725702e-38 0.787405330965662 0.586156854959851 0.071591678458669 0.855098329981956
"Rv0090" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.563533543617758 0.170661340671661 0.00144909038359708 0.885228794194877 6.03914699674081e-09 2.78389453831766e-06 6.71791267362702e-14 6.44179480748444e-30 2.79548915917701e-08 2.59600948398168e-10 0.000162542857387332 1.7334890664866e-17 0.950974237954664 0.434849681233937 0.0423352529395276 0.530849144743967
"Rv0091" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.606914977465849 0.648400988161249 0.411087482796254 0.99375102884922 0.000179901783690256 0.379194793633748 0.822983970321448 6.52793677238045e-06 0.000148280801892302 0.155985465859182 0.113378238681934 2.79099756765616e-06 0.932701163934028 0.796422712711952 0.280914029913955 0.998498138481726
"Rv0092" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0250436988247776 1.7734280535294e-14 0.000209011674586175 0.99375102884922 0.306834749826981 1.50026625861716e-17 0.302477552504107 0.247677112321349 0.0700826534280974 0.483782532178845 0.000107675036087638 0.320004237248426 0.0913547045291342 4.7155088034036e-09 0.0860368228996158 0.998498138481726
"Rv0093c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0155651818747897 0.00269083098634394 0.273556808976737 0.96587522253443 0.0433472156194302 6.64801910232582e-11 0.00292954535353655 0.0534131700007929 0.152507216181606 3.46333155283398e-22 0.0458319623133166 0.248206370491438 0.0366408779814361 0.0857429567690406 0.620441559441608 0.998498138481726
"Rv0094c" 0.999652421664065 0.99978373860597 0.999897569248579 0.493378976274635 4.19089254374465e-06 3.0888573508614e-10 3.12605486653858e-37 0.32545221594986 0.79201349152238 0.380775107045013 0.000344554379240776 2.1905862855611e-07 5.73725496795288e-09 7.31719235434768e-11 3.01394030590934e-63 3.74573427520955e-07 0.000541260023967316 2.94707447600198e-06 6.46012869997283e-18 0.998498138481726
"Rv0095c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.79583935258577e-05 3.00495604672639e-05 8.25946048578971e-34 0.812823284213188 0.219104876612595 0.0407034450079716 0.00164227509859304 0.31885907311449 0.0065895414325896 1.03737268413545e-19 1.65743025537284e-72 0.276249257211706 0.0163133563920824 0.00174276042821902 1.04553188646771e-17 0.999615955253652
"Rv0096" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.128755367673881 0.508373922980261 0.00115061142766042 0.749144914714123 6.34823735024465e-07 0.0111098342867224 0.963411058844932 0.0408897598232597 0.00197193722343237 0.0122629880394202 0.0809469602520824 0.00283315145996059 0.336495281408127 0.77598420550909 0.305257363305494 0.998498138481726
"Rv0097" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.106620356299314 0.719096036282643 0.188211511036748 0.96587522253443 0.0272056924260375 0.00209037730230842 0.000886909953007406 0.0659511318371483 0.969046327615974 0.0908092617947843 6.53510590486242e-05 0.526534364621844 0.204594602894992 0.523095016479881 0.714714162630092 0.998498138481726
"Rv0098" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0653322160104619 0.865133840029781 0.000307306547309326 0.956938337182032 0.407369076179567 0.00534838292225043 0.144285067804276 0.100776569532143 0.254464798058991 0.0524026800014651 1.00402820473728e-06 0.780988062306849 0.258044831442512 0.756786009836327 0.0230410401498429 0.998498138481726
"Rv0099" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0583116459848705 0.05849043313922 4.33800188843961e-10 0.996160890238176 0.165385943880692 0.149503006380612 0.387975962046046 0.0453948845770044 0.458601143531423 0.0034396995882251 9.7087463003603e-12 0.0737789242521902 0.218354307644612 0.424220990599346 8.54075147009696e-05 0.998498138481726
"Rv0100" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0215127616012383 0.0663920799276569 5.98763339632017e-08 0.509272183962225 1.82865434025445e-16 6.59514891264989e-18 4.90261932305234e-10 8.37613094529022e-10 5.10484733988948e-11 5.39554156425004e-06 0.423072021425177 6.09399740382997e-06 0.560820169017712 0.11032298634902 0.0026844919892288 0.998498138481726
"Rv0101" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000575084520100776 1.05124825069523e-08 2.39217959931775e-15 0.923632972070481 0.0167786541166093 3.48002531177027e-05 0.0771584536309519 0.148367059217935 0.0929809200604561 0.642838880336273 1.85813117386942e-08 0.0911678247026608 0.0120519295323895 0.0301960128152019 6.1662454645858e-07 0.998498138481726
"Rv0102" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.553792174471282 1.32850157473958e-05 0.00281222638366311 0.928482166544197 6.91628151809079e-19 1.64074970196015e-11 3.48595880732906e-10 5.77256248505293e-11 4.41773367712914e-16 3.2268317089692e-30 5.8935755723061e-25 2.02304153296474e-08 0.737133156457937 0.00091558475521642 0.0112426245270837 0.998498138481726
"Rv0103c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00935058209908394 4.57227299048223e-13 2.4630216756345e-11 0.96587522253443 0.291466981120049 0.0102726178562373 0.000173941161358241 0.225370003122824 0.0532109398964116 6.60313158623411e-19 6.32419277528968e-24 0.111373417560137 0.0732932152545797 6.26770805856498e-06 3.06662876730773e-05 0.998498138481726
"Rv0104" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0671876936135948 0.720341644578414 0.545004882520001 0.975594277746999 1.14136183687239e-07 0.0498162662940283 2.83908840567531e-27 1.16674601342169e-26 0.000280691809706773 0.0492726066521476 6.27489199079779e-25 1.73773012357452e-23 0.443512407564045 0.96344756281246 0.774176310411189 0.998498138481726
"Rv0106" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.432272442729529 0.123992330409346 1.01087753736108e-05 0.984156524806193 4.77022048276983e-08 0.779771981105301 0.500414725924578 0.197526954591301 6.33889062031431e-12 0.199118837886569 0.0036583146199326 0.275572837838828 0.490955387512512 0.383122265987312 0.0218252311079115 0.998498138481726
"Rv0107c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.881802435115768 0.772277524997651 0.124865316035839 0.958783974173263 0.020320940542148 0.0151289987831649 0.11810195521934 0.0791009783213477 0.00387224695591422 0.00730193467393565 0.7982423335703 0.000894929851697711 0.814498041916429 0.915002670394317 0.275499989536699 0.994324268545132
"Rv0108c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.798490104552215 0.955245037398995 0.0532426092705086 0.946139306557062 1.02431130394764e-37 9.08780202139289e-10 2.69583073358772e-13 1.2557302449203e-58 3.71016181370636e-46 4.97959684235078e-09 8.62491671477739e-18 3.57243356325453e-64 0.475832090878138 0.923539893905561 0.505888113818492 0.998498138481726
"Rv0109" 0.999652421664065 0.99978373860597 0.999897569248579 0.798436884977695 0.703015009110665 0.230745249308674 0.304606209109153 0.998670883741985 3.14372779946109e-06 0.178672101583129 0.286425020604546 0.159293357507744 2.21603115177147e-07 0.0224638949539982 0.0155466327431014 0.00041061437115174 0.750017292192937 0.547519875793251 0.448165414596734 0.829525834061671
"Rv0110" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0335382860945681 0.113643895276411 1.31747376418388e-05 0.999854649905164 2.75657522853098e-16 9.46864536244559e-15 1.62662426074941e-12 1.45393611251824e-11 3.17154983421692e-25 7.38566994459673e-17 7.02937280034151e-33 3.71309608421086e-14 0.0948768412148804 0.129140435555796 0.000193638923466143 0.998498138481726
"Rv0111" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.9297723807422e-20 0.841600606581047 0.0640743055286947 0.883949569991984 8.96141942229459e-07 1.12172483960598e-35 1.0580217801287e-79 0.0247841110266378 2.66313291734626e-44 2.13961188192088e-28 1.65306064311854e-91 0.0036427891273419 3.03766845116373e-11 0.921182647957013 0.222106050955949 0.998498138481726
"Rv0112" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.538770202072575 0.000297983808947123 8.30754168764554e-10 0.983915096651202 0.632293749621298 1.36408684434977e-07 3.67832938681453e-09 0.0196480822616925 0.515005501384458 1.21250810060466e-22 0.733173227732983 0.00663468074999343 0.543635593743587 0.00809333716901935 0.000256577761609388 0.998498138481726
"Rv0113" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.572290319490806 0.00810477425183169 0.000387870110758126 0.983915096651202 0.00277058618018439 0.374622501053741 1.02068173494413e-13 0.000359376680956687 0.00210327972035357 3.12578305360772e-05 0.000237300838058176 0.000214655479011952 0.947517021126643 0.063622070019439 0.0142104410338979 0.998498138481726
