"Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH" "Phase_effects_with_Fe_G_D.BH" "Phase_effects_with_Fe_G.BH" "Phase_effects_with_Fe_G_L.BH" "Phase_effects_with_Fe_L.BH" "Phase_effects_without_Fe_G_D.BH" "Phase_effects_without_Fe_G.BH" "Phase_effects_without_Fe_G_L.BH" "Phase_effects_without_Fe_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_L.BH"
"Rv1900c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.844092476839838 0.0302139369065285 0.030165533653718 0.925953164461942 0.0503317274360551 9.35271510957444e-06 2.9859014293375e-08 0.273114708973475 0.0897050333764775 0.063418063501944 0.00486611095993963 0.893012063150907 0.911099292041892 0.184049790281817 0.107623459768578 0.998498138481726
"Rv1901" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.85301657809967e-06 0.000198010139565959 0.075108217621994 0.99375102884922 0.00241108534976358 1.7737314749404e-05 0.276051048078666 3.43031813547336e-06 0.265579021646071 1.88427584080582e-11 0.00278836216135264 2.42599159459057e-06 0.0108857300253905 0.101694396373233 0.276806494263286 0.999615955253652
"Rv1902c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.227012329637262 0.0778494126964338 0.00451159402834952 0.99375102884922 0.0569531615801528 0.166813294055538 0.250107211942165 9.42574696044925e-15 0.471325234936095 0.000109292280460557 2.2335345324845e-05 4.75763152157838e-17 0.553271698531875 0.129294032670882 0.0599021562449064 0.998498138481726
"Rv1903" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0912447344258378 0.00128367184281315 0.00238984730176716 0.810058251543929 0.000710290917056872 0.147507228876746 0.755939290699164 0.706927763802222 1.11270458403628e-08 9.5057289631824e-07 0.000336843530533728 0.282249556299591 0.134284263399951 0.00399748799345153 0.00969753177906657 0.998498138481726
"Rv1904" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.62668039079207e-05 0.663567133939086 4.05762612219124e-14 0.493643568904546 3.55644859771812e-60 1.27083845984105e-162 4.36300731691575e-49 1.75684976949709e-187 1.35505766699279e-114 1.19383064864851e-156 5.32833687941694e-106 1.03387701369825e-212 5.55394907585289e-05 0.927907159704792 6.87165189711256e-06 0.900755437847746
"Rv1905c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.915841418442862 0.753953177044461 0.000985764603453189 0.882019752075337 0.240720596899616 5.01278230769731e-15 2.66882672322906e-16 4.95615519966329e-05 0.462992378872521 1.85208466217657e-12 6.79152273361683e-31 0.020606599084926 0.847490397967975 0.762034320291775 0.0450411849535122 0.956908369335542
"Rv1906c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00188234590537305 0.541146728517684 0.904607717351842 6.03731981265782e-06 0.748001390046047 8.21961128293492e-16 2.81011560605462e-37 0.0400637866881478 0.00863748442189054 1.20750830332123e-09 1.06267776723695e-31 0.00111077317793389 0.0803912669003717 0.373481214797646 0.582091620011196 0.00471283735200707
"Rv1907c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.46495801924394e-07 0.00214909135469608 0.00278883868554867 8.10779093692686e-06 0.83165657616131 0.00638289181228856 1.24051303204215e-37 5.00205323385713e-22 3.16298770566465e-12 0.268296622457054 9.00589500390524e-63 0.00024340717416662 3.0749718893867e-06 0.0243188609868339 0.0195487802721448 0.00270722894471708
"Rv1908c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.09909927120703e-06 5.56963692765631e-06 4.02501629778224e-38 8.52267007328302e-05 5.36020770658313e-10 8.4476965565128e-31 3.63379728140158e-46 1.05491396664149e-57 1.23353056951798e-32 1.48940779213712e-12 0.018841995680965 2.86788829817563e-32 0.000538701907023384 0.00816758278256126 5.89203982472951e-16 0.112225495527662
"Rv1909c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.25509324897553e-28 0.342609259115175 1.05604790893693e-106 0.028446646542513 1.01939947858252e-34 2.3619028769553e-81 0 1.2893823427806e-73 1.02664634171635e-122 2.45774076982095e-88 7.36117086625132e-69 1.54551355809015e-56 3.14713026193069e-13 0.519688820655206 2.05430579393289e-43 0.979271861190712
"Rv1910c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.438523055739862 0.00263528807081664 1.4746830100002e-09 0.994485288648062 0.0361198867722779 0.00624660570598731 2.43359176288014e-11 4.29359457830803e-08 0.163819552108044 0.0632710198965666 0.732419781364779 6.46065552048176e-10 0.75609951976151 0.00472051953408701 4.89092547968056e-06 0.998498138481726
"Rv1911c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000839651092286761 1.22471436158093e-13 1.26530826873923e-39 0.856622550147875 0.0506905071327015 0.670644857530258 3.68219248866362e-07 0.0666136000681994 2.6171000272516e-08 1.51757157437442e-15 8.97405506190308e-17 0.0305012505942568 0.0319840460811477 4.34700615985777e-10 9.26013963885543e-21 0.998498138481726
"Rv1912c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.622197123442004 1.47570497395805e-05 4.0426322424087e-18 0.946139306557062 0.0340152499674732 0.434837415031714 0.7174644228299 0.0287101106009229 0.00148171238792063 5.04801398926651e-07 5.75048547203806e-20 0.0427386230930779 0.598577371308881 0.00196276107345136 3.59484840049428e-10 0.998498138481726
"Rv1913" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0348148215474583 0.239603104427735 8.74279620111554e-12 0.919605129987956 4.02795097903839e-13 0.970050997350534 6.89201549831629e-08 9.35227696253155e-06 5.25286822338237e-07 0.17234749249421 0.00468103565171389 3.52699697057434e-09 0.336495281408127 0.437397751957891 4.28035368301206e-08 0.998498138481726
"Rv1914c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00941154669574694 0.0901146307758495 3.59596726896085e-08 0.777737796290923 2.47457327831137e-13 0.0227367199506322 2.21460128021551e-06 1.2967733862821e-09 4.75000175420244e-07 0.830027354816938 0.0416798602661939 4.97942501027125e-14 0.326511650759464 0.201413356077304 8.71211363852102e-06 0.998498138481726
"Rv1915" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0320174305883814 4.0898433959529e-12 1.02987720957579e-22 0.414433621616982 1.93894636700178e-11 6.22132034773406e-11 3.72020190618029e-40 1.12436365636033e-29 8.42954986955417e-06 0.145937332154525 0.00406018578752421 1.50257166225726e-18 0.233526870557088 2.74362715633866e-07 4.28117141920074e-12 0.73157411954007
"Rv1916" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00398836281801433 6.59605685324257e-07 9.93917697610939e-17 0.993657187978439 2.68296068989997e-06 3.9195061745573e-12 1.8563846681271e-15 4.39775396244151e-19 7.90146599275459e-13 0.768682985218359 0.355927278712263 6.12116155448797e-20 0.182581486498926 4.71251678403908e-05 2.27150081797936e-09 0.998498138481726
"Rv1917c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00205243860285039 0.00414294764188646 0.000108818995584876 0.897295322267814 0.00594160202815318 6.1450696255466e-05 3.16817463306535e-06 0.390221223286918 0.575981722943783 0.41382068293669 0.770301299025682 0.0328718554711481 0.230608282578257 0.00376848397840772 0.00147108528688214 0.998498138481726
"Rv1918c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.253271051296243 0.612991876380351 0.597960368076345 0.660537178598994 0.0020302376433448 3.33448023146268e-24 2.5302254576493e-33 0.28628395166368 5.99821364943658e-09 1.11824457188234e-17 1.18743547034846e-31 0.000681960873833065 0.114420819455679 0.661806415702631 0.865187383751215 0.77835225722014
"Rv1919c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00143823070468237 0.0112674954375343 6.84492421218262e-10 0.990751463179821 0.0011289873239841 1.64764533105968e-22 3.43581351506025e-24 0.12215835503854 8.10940216269419e-08 2.70097569058208e-28 1.11237170910745e-58 0.00441756479013654 0.209182964022847 0.0259008937568783 1.38395692131523e-06 0.998498138481726
"Rv1920" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.123778684784414 0.268394537378445 0.000943577351095094 0.825895779195496 1.15446882680136e-28 6.95287791988155e-13 6.38191498461516e-19 4.53021867361273e-45 3.53555331886564e-45 1.36768009393965e-17 1.16792790448067e-06 2.17297187926359e-52 0.072791506051573 0.446252804310231 0.0157945713780442 0.998498138481726
"Rv1921c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.289703098776736 0.0725163088604127 0.00132832702869998 0.993434606278659 3.92099055797828e-07 5.6439576622261e-06 1.13109723835076e-07 4.95241557112347e-26 1.54590392922523e-11 0.219833777998961 0.188879909577831 3.5874545554294e-27 0.33536307441326 0.125879678937917 0.0179473296751031 0.998498138481726
"Rv1922" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0453880691511468 0.55723164425184 1.56109771902161e-16 0.981345377062106 0.115208053964242 1.67085707884641e-09 1.54563601571437e-17 1.34107677871754e-10 5.31308328114713e-06 6.45461923734096e-05 0.551275322236671 4.48037820459324e-11 0.0903267909331728 0.409697273140359 1.92174669962553e-09 0.998498138481726
"Rv1923" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.625635315863986 6.2015528927887e-05 0.000686666016869449 0.993657187978439 0.323968411466802 0.000528045210209711 0.000164322185353197 0.00220956996696711 0.577926273672608 3.06655546054904e-15 8.88504726381803e-15 0.00304622106230141 0.847490397967975 0.00420968918661718 0.0129685757779185 0.998498138481726
"Rv1924c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0106444572360878 0.611999204369725 0.00121727621252594 0.993657187978439 0.132202354177179 2.50398987032068e-09 6.48270439452439e-09 3.37048390292357e-07 5.67913069480754e-06 1.2952539885813e-11 3.13068569397785e-22 1.25528200625587e-06 0.0729261731305928 0.404650313028192 0.00732544511445072 0.998498138481726
"Rv1925" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.619442717663434 0.000333075627808429 9.8654047834783e-09 0.974753685258495 0.725545705780781 6.76456355800982e-06 0.398650574053909 5.08853624974944e-14 0.98753813766561 2.54527707953763e-20 1.39730862905623e-11 4.29724183234102e-12 0.870060358657279 0.00349932540567215 0.000131854878236193 0.998498138481726
"Rv1926c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0822782730453333 2.35198843775582e-08 1.51886384506618e-07 0.84504022734879 0.556642331418886 0.394103418189854 2.51060300317604e-05 2.78385012938833e-08 0.421587353054374 4.74009435900319e-10 1.81236926484156e-27 6.05949247706013e-06 0.445317995862336 1.10502377006692e-06 1.0972815605943e-05 0.998498138481726
"Rv1927" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.864588604619615 0.113984644104298 9.45685673807737e-09 0.951719760597452 0.000193736807626591 0.0877148373955566 0.269324521347085 3.99623937233145e-09 3.07371669688006e-05 0.297365989338469 1.5025685530059e-06 2.74544537284542e-08 0.838111805158546 0.107951859224199 7.72607266408232e-05 0.998498138481726
"Rv1928c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.259288808667287 4.12540881156418e-08 6.53954192700446e-31 0.99375102884922 1.43791571105097e-05 2.1547049360453e-17 4.69614076031963e-14 0.038173937339998 8.81637791564871e-07 0.543456730853521 3.68273022973006e-11 0.0100022066990091 0.769969883290559 2.16264381535514e-07 1.91004354687941e-22 0.998498138481726
"Rv1929c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00444788063412971 1.05991983323818e-17 3.21115796470813e-41 0.810058251543929 2.25005836175503e-27 6.05786070237413e-34 1.96403273927308e-17 9.80555404935651e-09 1.96821181453944e-15 0.108209033058377 5.36922419905104e-07 3.33394953958725e-06 0.108998553685584 6.84501411055004e-11 1.29079804505044e-20 0.998498138481726
"Rv1930c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.828970674649732 0.765865359927378 0.00320331756054068 0.992940358945325 0.596945305370551 0.684263807742568 0.243102220691241 0.825358816066798 0.846448509707813 0.884102406705742 0.0128964875755064 0.896587924417219 0.890757778965602 0.930192940309828 0.0153607564287215 0.998498138481726
"Rv1931c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.525536039498392 0.506059499744358 2.43458997947315e-06 0.928482166544197 0.395074935870116 0.00595874757564965 0.0494428327481779 0.793589900889273 0.0122058891969885 0.051251025233177 0.0012894157237196 0.160968985617465 0.329580266832415 0.893348456815726 0.000515896737202465 0.998498138481726
"Rv1932" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 5.35445780173406e-06 1.77682502127868e-05 4.87543252896145e-29 0.978781474868558 4.63840061771758e-05 1.16760228179273e-35 1.81777578980241e-39 5.73716276063496e-09 7.18545680441966e-19 1.12843135180066e-47 1.56518258360701e-109 3.19207010312326e-11 0.00286986106890171 0.000247057287827829 5.67930399868972e-19 0.998498138481726
"Rv1933c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.03373055001414e-06 0.000206504725793977 3.12849541271546e-20 0.973622367372375 3.0646532196606e-22 1.01223754875655e-26 4.39669335388367e-49 8.24419061001677e-33 2.56262262218298e-47 1.9514647657484e-30 1.06930003790747e-97 2.18225657922932e-33 0.000638592536400243 0.000807715101422546 5.12091302362386e-13 0.998498138481726
"Rv1934c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.297464835529746 0.674921202944806 0.00497241053431682 0.989910962745427 2.48438718490111e-40 1.36339272810913e-09 1.7761343850933e-19 1.50631755809711e-30 3.22108581958786e-41 8.88486452104047e-08 6.71174281376544e-27 6.69124346120383e-30 0.316703134745601 0.761757774591518 0.0547646736209148 0.998498138481726
"Rv1935c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.486394291940758 0.76972038690586 0.226818233887348 0.99375102884922 0.0853286561077147 0.156094717477485 0.502485027285283 0.253619775964411 0.0136509838323027 0.269214693837752 0.176617961930924 0.138300566788685 0.634892417055427 0.969328392318208 0.743507559280879 0.998498138481726
"Rv1936" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.33805773541317e-11 0.8207847893346 0.190923462334559 0.973622367372375 0.0346550638952776 4.63453930211619e-24 4.59713634655419e-17 1.60918376986064e-15 5.19165526026824e-23 1.49064311920124e-27 8.52385782215424e-09 6.69227356789916e-16 7.67441542708832e-07 0.45286503717947 0.140769400425788 0.999615955253652
"Rv1937" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00373225194515213 0.750618289529656 3.09023140178173e-19 0.996081722238231 0.21982873218014 4.57735864085582e-06 4.47067047415997e-36 2.41047420714062e-11 1.56762964032035e-06 0.000598166250039235 0.00200100811299679 4.59525799673116e-13 0.0383786016299021 0.697977803549128 1.01447390490892e-09 0.998498138481726
"Rv1938" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000466697929385924 0.649646264313028 4.59587971512726e-08 0.555994676631587 1.10788367936541e-31 0.0179563116774608 0.000858781952884975 0.559773889281086 5.18350130185591e-13 0.0469779955773482 0.00852386062277379 0.370799830444961 0.0115224906215498 0.97795035543079 9.30729201198711e-05 0.994324268545132
"Rv1939" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.879808065991975 0.882165141199007 0.00334582035592441 0.872583254815527 4.18705969060202e-17 0.388103127412019 0.750733938657871 1.71539702239822e-06 3.36551308002708e-16 0.359850302684857 0.000617097446645085 8.08020919352522e-08 0.88732115079488 0.95931727694163 0.0409514284124289 0.998498138481726
"Rv1940" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.982559134365633 0.660189688589234 0.0244380866841799 0.999854649905164 6.51903760012982e-18 0.60802934621674 0.00796068278023322 1.31599571213827e-19 5.06123044914939e-18 0.408787921536348 4.21029766497481e-08 2.60850841650603e-17 0.928418283809665 0.883711001655493 0.0820620368803425 0.998498138481726
"Rv1941" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000194184056658046 0.467022109845984 0.750692111515294 0.946971738430252 0.52103338140329 0.194846711654973 0.000369232395158721 1.3982003002554e-36 0.000107086333131756 0.878809860371708 0.000232514692844446 1.88267635839494e-38 0.00481063703069211 0.572656798560829 0.960269083272974 0.998498138481726
"Rv1942c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.953148636030828 0.461165436761705 0.572089190567872 0.99375102884922 7.5906020063405e-17 1.62580405367448e-56 7.98003310430728e-22 9.08382125808092e-11 2.50222289359916e-16 3.75508762764701e-53 3.02490195358264e-20 4.04706278501237e-09 0.98612535477364 0.963739158590783 0.832222838351858 0.998498138481726
"Rv1943c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.772234375041946 0.840186908177168 0.40524490366932 0.918118489213419 1.91950925870994e-12 8.16871953041883e-25 3.93803542666016e-13 0.641959281708263 5.91899161196535e-11 1.61757908247264e-24 5.19404086252005e-09 0.020086697865022 0.889152572395043 0.824506153034884 0.4774567840665 0.883296835611065
"Rv1944c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.286552222733523 0.606841430008016 0.243828936432201 0.435865794461011 0.292572118685234 0.14910133101742 0.00423289552945526 0.22526646464733 0.101128686989812 0.0142325879932628 0.0728472240583813 0.401911814029665 0.750241909527503 0.490900993148862 0.550715156935676 0.811481670800681
"Rv1945" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.95917756350207e-22 9.12365588456235e-29 1.70501258939709e-146 0.414433621616982 0.533781887475444 0.00770509483092895 1.92258666566291e-09 4.21081754764916e-07 1.76805262036669e-22 2.01171840665376e-57 3.98580610595199e-233 6.17367667489059e-16 3.42834109456773e-12 2.76033939783565e-17 7.33603787242431e-75 0.527244202790509
"Rv1946c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.3454764419344e-05 0.00722005293478362 9.67540891929958e-74 0.394303512257052 3.35678923213593e-08 0.025223037792555 0.668645807078056 9.99358135353725e-07 4.33028507721557e-23 0.0878933701968623 1.03035495170742e-83 7.07930717926465e-13 0.0102668491409474 0.013539202228289 3.21165168097678e-41 0.810311710002995
"Rv1947" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.295971489436661 0.722885251151724 5.33417956740919e-35 0.684688562403233 0.18048414733692 0.00076297278248283 3.41620109506592e-07 0.0669552229772275 0.825962718773639 0.000318834992230353 2.83981105236879e-18 0.931226971887055 0.588089974823465 0.72175284293154 3.80725174692275e-21 0.868567316926164
"Rv1948c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.89891394262482e-10 0.000601561876152407 8.2574034241124e-62 0.70850524971148 4.78351862256677e-19 0.0325988498020377 0.750706281977535 0.000843040561753099 0.00583935556613513 7.98299016969567e-11 9.26415277817855e-69 0.272597399947083 0.000109237785643961 0.0118780430999604 2.45346501659743e-32 0.78269184071647
"Rv1950c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.421618029127301 9.85229194743304e-09 0.322251594663146 0.695489346596325 1.7624368393391e-39 4.9950040716333e-09 6.18231357126754e-18 3.59875997740792e-07 5.2371159585287e-55 1.51028923087539e-46 1.47732483407576e-13 0.000399895880857259 0.0722369277216972 3.26892671934121e-06 0.582625144815435 0.998498138481726
"Rv1951c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.928447678800577 0.155257843480629 0.0365402805981948 0.958783974173263 3.28404408645953e-07 0.0272977789176546 0.0159772966041186 3.31891123799244e-06 1.61016207938483e-08 7.24526821792498e-05 4.11364474464695e-08 0.00374710285023163 0.737616108415355 0.41925673232563 0.0719081283185568 0.95519722894419
"Rv1952" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.203942649818347 0.44977501181962 0.716616751212889 0.946139306557062 2.48635074130094e-10 3.51172498572642e-14 7.313146563939e-28 3.42060720840312e-17 4.76827243557693e-14 5.35933530860358e-16 4.80006139559533e-29 1.72183643290683e-19 0.501900344260171 0.710581435240774 0.912529050001901 0.998498138481726
"Rv1953" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.176373183364351 0.866268392525476 0.213211351552013 0.932336777652365 1.69991544522456e-05 1.48190802367843e-07 5.4009985679215e-14 0.22526646464733 0.0294401856368864 2.03758099657836e-06 1.23706842264279e-19 0.0748172491816544 0.338552278192614 0.987923113331743 0.427712903400206 0.998498138481726
"Rv1954c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 4.42050363136413e-11 0.000361269643132882 0.109566516522026 0.993043055333669 2.4447469308803e-25 2.65942295910193e-139 1.89744954003746e-101 2.91430909148856e-44 6.15546434998499e-68 2.25777623756149e-182 3.43197127884209e-111 7.97816658402651e-33 1.17807377862776e-05 0.0380091006095366 0.622986628576564 0.868567316926164
"Rv1955" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.18422372588137e-13 2.37293715877041e-08 5.75964188438487e-08 0.990751463179821 4.35261129383657e-38 1.45167562857479e-110 8.8739414831588e-87 1.11808843583125e-45 8.15671263021765e-95 4.67112677961316e-171 2.91407145743892e-137 2.66756107761829e-47 1.170882112704e-06 0.00206405087309987 0.00159958208013384 0.998498138481726
"Rv1956" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.20001165480098e-09 4.66312527985401e-06 2.22505442055266e-09 0.997373477821047 1.01469747783139e-28 4.24879911100365e-57 3.03481720077426e-32 1.11688602388375e-34 5.69338325259856e-71 4.98543951997291e-97 8.19191652528306e-72 5.11734857298584e-33 3.29893783042504e-05 0.00455421338049657 0.000126243919198456 0.998498138481726
"Rv1957" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.58998248527023e-06 7.16907307992796e-05 3.9787419020044e-07 0.998670883741985 8.24903971433673e-22 1.92769903834283e-37 4.6500239602938e-19 6.25569967590685e-24 1.69703120834635e-47 4.94203582169914e-67 2.85824171350133e-49 6.51232542866513e-29 0.00412583270571552 0.0105409732306723 0.000260696910185452 0.998498138481726
"Rv1958c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.89006267535676e-05 1.64806310058532e-05 6.45472015666181e-09 0.973622367372375 1.46346347194952e-11 5.09634861839409e-36 2.20659675469083e-23 1.90399682639896e-19 9.84002109805341e-29 3.3664570409086e-59 4.34357816783231e-54 4.90083011039409e-14 0.0106488548031539 0.0507227504684379 0.000660505285197491 0.998498138481726
"Rv1959c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0877890171243295 0.0448877113769461 1.49784956128958e-05 0.458645462978769 8.34376051546405e-21 1.61336586267732e-42 3.26903571148477e-47 3.16305765996811e-05 1.35326905775325e-34 2.30349284928071e-55 1.70031618919022e-75 2.41107225654489e-07 0.0661999735595691 0.322879062336871 0.035179511026178 0.998498138481726
"Rv1960c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.992819022944974 0.278980715407178 0.207926594096395 0.719969262335324 6.74482699574424e-10 8.23318964681649e-16 1.45193220281669e-21 1.37863649605438e-07 5.75509871441156e-12 4.12268057419922e-21 5.89267012668503e-28 0.000699270171423632 0.605897802219169 0.498915954693644 0.480242994333406 0.979271861190712
"Rv1961" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.891250966648857 0.0178829174848613 9.84507057401555e-23 0.975594277746999 0.157323953187293 0.446330646703005 0.140724608283974 0.000760628662746793 0.607715528486451 0.000684389760442344 3.08080649236369e-40 0.0028688825411625 0.672453731442276 0.170625033753792 6.59428545246682e-15 0.998498138481726
"Rv1962A" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.985127211284271 0.916674594199082 0.922966330025348 0.987006062207018 1.79204350244846e-05 1.05815087611918e-05 2.03300378977881e-08 2.19170319216464e-05 0.000148751506279657 4.98741233892546e-05 8.37618772423359e-09 0.000128365846370331 0.888333583913548 0.996206260888479 0.938856665103622 0.998498138481726
"Rv1962c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.433711669433096 0.293576814681579 8.09748209664137e-08 0.901851361067739 9.44913460054933e-05 1.34216875990691e-09 2.08240282333147e-05 3.38492559666676e-06 5.73343619521644e-08 4.4847709214452e-05 1.01300426536093e-26 1.1223585306687e-06 0.398430780394712 0.495532234268502 5.44362808902329e-05 0.998498138481726
"Rv1963c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0263899198938429 0.341949184528948 0.753043403496958 0.996081722238231 4.51466438513595e-11 0.013438713549771 0.152451480617112 0.00197127519935181 0.00334738252110788 0.321887067847952 0.0874087861952835 0.00325300986175736 0.0473390035526932 0.540466995478347 0.893557319010232 0.998498138481726
"Rv1964" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.205782931608693 0.444361274413104 0.507456671790623 0.0422986922539312 0.270931263588362 0.74949303044216 0.000452602765548339 0.00133560383102268 0.0786376579117882 0.160685273855738 1.85908382398603e-07 1.01261793793558e-12 0.0863546589038105 0.586156854959851 0.341432681060974 0.25866556717534
"Rv1965" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000349620084237226 0.241329743860468 0.404003734012776 0.785936617141935 0.364383573125578 0.0418307892767675 0.00308241389068851 5.60080000734259e-06 2.120610231432e-05 0.00146893979764633 0.173762557502332 1.04481675238669e-08 0.00115966977566868 0.607684630228972 0.389833739227044 0.998498138481726
"Rv1966" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000897777546921712 0.100161750005851 0.0793940242807597 0.345963889849689 0.439209459474903 0.866670868485402 3.73067881484715e-08 2.90655378702021e-09 0.00287171954447112 0.00307884863747686 0.00816033555070961 8.17592751235152e-20 0.0222724640926893 0.072099474500006 0.116640094651719 0.530849144743967
"Rv1967" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000311765719973401 0.96955781310365 0.0461351916583969 0.743729294908215 0.585121776135459 0.211254312442491 1.48242052421332e-07 4.08724600336374e-07 2.90183378830172e-06 0.27991739197741 0.000148934025541023 1.71145042463062e-10 0.000973363910059387 0.999937999035366 0.598578309227831 0.998498138481726
"Rv1968" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0363781071173892 0.711872833226091 0.0684916413064659 0.695489346596325 0.25197983421371 5.45099427146186e-07 1.79478606078742e-15 9.85017617772648e-06 6.16974797765244e-05 8.34523798414535e-05 1.8925286825447e-06 6.34658736053625e-14 0.100169984410611 0.857249766195926 0.0721180541086559 0.510059634834735
"Rv1969" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.365367959511794 0.942623312676431 0.634953253838069 0.788609139005595 5.34075790724023e-10 3.75178740761969e-26 5.23360561278621e-40 4.43108604536672e-22 3.91705027499682e-13 1.11459721502374e-27 2.91281103120123e-40 7.58497325160854e-28 0.535957657127326 0.606540465013947 0.88550505872441 0.998498138481726
"Rv1970" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.193126209957582 0.718128776916061 0.00288736908173878 0.793164461577772 0.858349618924758 0.382597143115083 8.35413543369973e-05 3.82398476878027e-07 0.26632307482475 0.125287678793937 0.923468382299411 2.31805864467384e-05 0.635668597853544 0.747467846661753 0.0229507612436852 0.998498138481726
