"G_D_with" "G_with" "G_L_with" "L_with" "G_D_without" "G_without" "G_L_without" "L_without" "G_D_with.BH" "G_with.BH" "G_L_with.BH" "L_with.BH" "G_D_without.BH" "G_without.BH" "G_L_without.BH" "L_without.BH"
"Rv2531c" -0.120672942744259 -0.464644755733669 -0.0937835145172795 0.236542979813507 -0.176121188945986 -0.312322223837626 0.214843777929006 0.321508739667723 0.324237110012293 0.000328169770932627 0.454840086451138 0.0575385454724718 0.154092397620907 0.0173344016960117 0.0828544897118665 0.00903552028004377
"Rv2532c" 0.577119718983416 0.332385542574746 0.545276053110155 0.453719333259672 0.32409642709524 0.55839911024631 1.117433212771 0.710458872235058 8.52500477230939e-06 0.0342223829040917 3.18962623273604e-05 0.000741120187809922 0.0163685899104085 0.000615371474846476 3.26869816648021e-18 1.06647930121824e-07
"Rv2533c" 0.397348192256269 -0.255381796375131 0.00865436248323991 0.119582718267945 0.00415944001504805 -0.231400187532149 0.794400926048537 -0.0135380843698344 0.00188006347111114 0.0719362447577555 0.949470402105978 0.374858960132025 0.976333816223774 0.119274451829106 2.29559523158448e-10 0.924233659088258
"Rv2534c" 0.800536259631891 0.0693865098071629 0.219430748518532 1.1510013806157 0.544812183192649 0.27876152985891 0.812027061593418 1.23560134305176 2.26379391430339e-14 0.57329505326724 0.0427263304984035 8.61490692244088e-28 3.11070050744427e-07 0.0209457433898301 9.0911649900875e-15 1.07934495040764e-31
"Rv2535c" 0.235237628962483 0.306652299298872 0.687908604400016 0.688764925495522 0.269648388892097 0.596432051140631 1.10788809554739 0.482683198417421 0.0110993205534753 0.00248284684144847 2.74223921089034e-14 1.04990372706847e-13 0.00403088422235842 4.59184066630293e-09 5.10649756641612e-35 2.38872789560228e-07
"Rv2536" -0.125501787180688 0.185731635965654 -0.264915394180993 -0.439761059275944 -0.276829492086809 0.419118353269871 0.36551815920679 -0.386656856100568 0.163600788794972 0.0732287037023341 0.0038401678204763 1.96688076878188e-06 0.00291130378938467 5.48432534666937e-05 4.07062501529329e-05 3.10370708619317e-05
"Rv2537c" -0.694800329008225 0.058556839799685 0.30043022111722 -0.859507134123507 -0.943522593136807 0.151838287797615 0.392924744462177 -0.865841653806656 2.56898735714883e-08 0.717423403972383 0.0208814850094637 1.54237673846044e-10 2.33790458921796e-13 0.348116765218296 0.00217315693298388 1.52349002515897e-10
"Rv2538c" -0.938868934005105 -0.269151891477091 -0.0273622940624743 -1.59490250011766 -1.2767826253339 0.00818683964610518 0.100402976008625 -1.50049053665786 1.42766886563111e-06 0.205170159191718 0.898298247332182 8.28803165282957e-16 8.53760691604446e-11 0.971018820978605 0.626063969464272 4.51065498447121e-14
"Rv2539c" -1.07108994967954 0.0781408222153663 -0.0691321958909882 -2.14627955201544 -1.57934874815594 0.413809483680505 0.161622289578913 -2.26330511643187 2.75623391467161e-05 0.788155719781744 0.803144757608161 6.30926713907323e-16 1.43615161074657e-09 0.136335351624606 0.552012875638835 3.47128832984143e-17
"Rv2540c" -1.11511033588224 0.281751220859472 -0.11764768607885 -2.14844832451544 -1.31272275764554 0.655828799377196 0.184487500280664 -2.32588826912547 0.00128892579720534 0.449329835582166 0.755939290699164 2.28819412233922e-09 0.000245720761766051 0.0783322518005082 0.625037103044995 1.61158386065055e-10
"Rv2542" 0.144426366624001 1.86867413974367 0.524648146462276 0.528025643528432 0.416581253031864 1.72480350475648 1.16192431846898 0.58646888986768 0.0899106617893579 1.79560309322844e-95 4.55824868769098e-10 8.06022361729325e-10 1.08717951661173e-06 1.91405455798912e-74 3.08157679248312e-45 8.01018445044754e-12
"Rv2543" 0.260030290998947 1.6475865783846 1.47126829329288 0.688351607808857 0.245927621630274 1.76216988148899 1.69180130408639 0.614046814244317 0.0759638277052564 2.10982533564673e-29 1.40796400035868e-24 2.05381890645213e-06 0.0951079827989698 5.58175520501979e-33 3.84076474212922e-32 2.35785060122946e-05
"Rv2544" -0.929742574821868 -1.52939678119572 -1.33404942862853 -1.47578884501123 -1.3150941577078 -1.34035686013131 -0.780893804597654 -1.5075825953936 3.35348080905342e-05 0.000359499326616519 1.04184081236093e-06 1.29259981749421e-06 8.16901147151947e-07 0.00705751784304152 0.00187965439503119 1.43264481433872e-06
"Rv2546" 0.0438114629234671 0.674056767623077 1.1431639606617 -0.679977402691276 0.143565028311434 1.58551907578122 1.75971762489764 -0.650530152550241 0.884070681330611 0.16227923466346 0.000154979573988806 0.053545978904353 0.658024829330931 0.000252996288106878 4.66490902674653e-09 0.0841332570808352
"Rv2547" -0.582011801493583 0.704613971437453 0.622684480853309 -0.161645919875426 -0.189936110265019 1.11242401782885 1.48620841319358 -0.792658453821986 0.00141450476499708 0.00311270955374748 0.000968258979447662 0.446683694839706 0.316206143184108 5.44500983922518e-06 1.18945882617832e-16 0.000241409867195837
"Rv2548" 0.224049791293009 2.06442693800946 1.99109014663339 0.661733569980086 0.364738125057131 2.10172676796572 2.3094034068477 0.648267716061532 0.0839408893825443 6.77917769543163e-45 4.02483595796256e-55 1.44693909197351e-06 0.00662736948718179 1.35439920015291e-43 1.19081644058855e-75 2.44437057642927e-06
"Rv2548A" 0.734667173196225 1.92977743702106 2.0420139139738 0.987304473048181 0.675088463753228 2.05852848454028 2.26785335221768 0.891536290918442 7.034590908034e-10 5.55941295755725e-52 2.9013888858519e-68 1.18003030336041e-15 5.25293567996967e-08 1.90169106299219e-57 1.20640131355188e-83 6.11366003512316e-13
"Rv2549c" -0.238679613236532 -0.648996019031043 0.166355026555726 -0.716070130279132 -0.0622194738170728 -0.138773468580157 -0.175687994285885 -0.436083514864873 0.104059984828987 0.00972503126272527 0.266066885221405 5.0591934990863e-05 0.701112246560825 0.587734752511809 0.256784423677102 0.0122129423047605
"Rv2550c" -1.27282219826479 -0.474330602509103 0.38062987329436 -0.382311530004734 -1.33174330917351 -0.80252425057038 0.213385850565455 -0.860801852061497 1.40161113622691e-10 0.105594749698151 0.0665563999050997 0.0728108386169738 9.31329741144161e-10 0.0254177010790186 0.324903815835604 0.000176893139577024
"Rv2551c" -1.50111076568912 -0.197980045629976 0.139999105810465 -1.89331621319978 -2.36146204997559 -0.424894992555875 0.362641796862798 -3.62078994283001 4.30251329680153e-12 0.427007741434121 0.536697141221979 1.16914101204065e-16 2.53054426654236e-24 0.0934704555405419 0.103045935404161 1.58276099393363e-44
"Rv2552c" -1.8438754413616 -1.63667325386469 -0.387119270877943 -2.44221295515568 -2.21900872668006 -0.781811563777096 -0.584021023287297 -2.76984917047084 1.86028052278924e-25 3.33351166605467e-17 0.0336461118154872 1.29894314028745e-39 9.83864598101353e-35 5.60185259005019e-05 0.00125090442018305 1.52057822181294e-49
"Rv2553c" -1.13740300092646 -0.823229041382029 -0.0253240299058536 -1.55667091191608 -1.15965154186373 0.0643656894164769 -0.335659393456689 -1.50930893559515 2.56236771613735e-14 1.01935086952548e-07 0.875216999522555 4.35384784088859e-25 1.00099584930752e-14 0.692906076521823 0.0283341332449691 1.3556458363183e-23
"Rv2554c" -1.16965343800451 -0.230069495598098 0.34718341898452 -1.95723126521912 -1.13405955581726 0.867861204538147 0.231914414585823 -2.16364593820489 7.18550782498166e-09 0.293737550253666 0.0960655135581926 4.36481643936652e-21 3.00990710959744e-08 4.30479289888422e-05 0.268962494860546 5.0981606178387e-25
"Rv2555c" -0.339153536363317 -0.140159663894765 0.516235144750299 -0.553089431618444 -0.0984222872200944 0.395070530202923 0.255345234827786 -0.585738687157548 0.00142741866403204 0.201472158582858 9.41006958379566e-07 1.5937638787442e-07 0.353694504024321 0.000213296176761626 0.016258540394612 2.76650338852818e-08
"Rv2556c" 0.179594965466049 -0.0812334298089346 0.470952920961813 -0.565075038270175 0.17634926138696 0.414734643193283 0.592310552524532 -0.665585831770465 0.0904998019726177 0.496520139636424 8.29002010773007e-06 1.29184524239885e-07 0.0979741119573159 0.000226798970488764 1.64523372679426e-08 4.99575183764792e-10
"Rv2557" 2.15855157044417 2.88450909997291 1.99276592502569 3.92256749382568 4.03205620003254 3.12311287194746 2.0033982768469 3.76972340366785 8.22140619502932e-49 4.15922895132401e-85 1.3262036457876e-41 6.04283722731101e-156 3.74000017905122e-165 5.18245092592114e-99 5.52687005814209e-42 8.2378918506076e-145
"Rv2558" 3.33092133549558 3.97600167502625 4.01441356718577 3.96106442450275 4.96727946082543 5.39383622082369 4.10411703471527 3.78189560061282 9.37956253363936e-101 2.13531602223642e-144 2.86684785500534e-148 1.89572339657434e-141 1.0223543280631e-221 7.13268375837894e-266 9.15784063255315e-155 5.34941210864858e-130
"Rv2559c" 2.10802119818694 2.93266556069902 2.71998562601145 3.11731557729042 3.78945169779082 4.07151506140829 3.2009560065789 3.19917522402644 3.32735589394821e-51 4.11764462109519e-93 2.44335816842371e-86 3.53465437244968e-109 9.64933889246679e-161 5.01748224372359e-180 3.0332416959093e-118 2.10075841062467e-114
"Rv2560" 1.12391482204199 -0.955079271376363 -1.38286546850739 0.842287957377168 0.864052176978275 -0.642326660640211 -1.38060253646039 0.672352490953175 3.1600656861615e-11 4.9316342228574e-06 9.25773359877575e-16 1.1884351642231e-06 7.58495142825516e-07 0.00368200314163228 2.9954940897578e-15 0.000132035560735489
"Rv2561" 0.499746329115238 0.0815415298500933 -0.148388513910747 0.581533857076209 0.258216367509445 0.310265443756807 -0.408595437343484 0.704122272693253 0.00729866808659057 0.719766017482612 0.44794870944813 0.0023146172478176 0.182403746485218 0.159262001381872 0.0354434908278894 0.00019734837247191
"Rv2563" -0.057741543143141 -1.04362923694266 -1.9147425046491 -0.0188621307621385 -0.531045861954273 -1.4877276730991 -1.83859903226551 0.195800990173184 0.698482491728055 5.13125662948232e-08 6.8162598820106e-35 0.907728994971568 0.000627887039898272 1.2000841196004e-10 6.75623171055385e-32 0.207700131985673
"Rv2564" -0.014857516535582 -1.48108666516425 -2.19122361903871 0.322545778412662 -0.73516426416852 -1.91738953812719 -2.62877771458637 0.800524866945907 0.944257784622331 1.62809226454979e-09 1.06606921251403e-25 0.129066340268587 0.000553528754480165 6.27239818540508e-11 9.71171159132118e-34 9.70292392097919e-05
"Rv2565" -0.306003801930444 -0.0202427914937012 0.0580120975457268 0.341828898034229 -0.482202134539892 -0.522979083284082 -0.518438327653714 0.213778951739329 0.000819561800485874 0.857891155247184 0.539919997887044 0.000227438345284835 1.64775418776466e-07 3.29515315093761e-06 3.5838745940448e-08 0.0231664773947217
"Rv2566" -0.823117067663949 -0.969883295574847 -0.521469108826965 -1.1585910868307 -1.07935337885403 -0.900639056674489 -0.747188124101893 -1.0635393500452 5.40565339085166e-12 2.70491047089001e-11 1.74551876042261e-05 2.20327901154162e-20 1.86096739282835e-18 7.74255657847879e-09 9.30008515755661e-10 2.30698565579551e-17
"Rv2567" -1.27103621674485 -2.0971334967612 -2.24090672921171 -1.16074690478296 -1.67677003014841 -2.67595709643521 -2.84006374856454 -1.27778534676209 4.3922359581105e-44 9.87754009660299e-70 9.99558679578317e-113 1.25108083935342e-34 2.19489029726102e-71 1.32304202820749e-76 7.87615794938921e-165 4.99784060999389e-41
"Rv2568c" -0.0131203371295778 -0.931893372934961 -1.10824563205733 -0.00588202257209661 -0.208983345927663 -1.20361556738826 -1.15749908233826 -0.189060827372384 0.913294317807383 5.24574412911018e-08 4.30743066255376e-19 0.96381263187103 0.0917440186382533 3.90132637717416e-09 3.16730516120433e-20 0.134076221797999
"Rv2569c" 0.99709984219001 0.323817540981702 0.340423090500738 0.843559287950285 1.22539267130304 0.602721150544528 0.178190755050769 1.01157065377591 5.45156005967869e-15 0.0544293223181691 0.00732783960191217 2.51217216254046e-10 4.24075176063535e-20 0.000599833243389542 0.172533032277029 3.9286542945242e-14
"Rv2570" 1.88471671562247 2.04538180800573 2.50216658941604 1.22061735585481 2.74480550240584 4.32975217046999 2.77858354509803 1.11538949066445 1.08235701714676e-20 3.23485748139218e-19 4.59169188031648e-37 4.65795065836212e-08 3.50891506047556e-41 6.18720144643594e-97 2.21396195217735e-45 5.56767813389505e-07
"Rv2571c" 0.604680984943491 -0.277745131704765 -0.298885412290722 -0.171572765196418 0.681456276985825 0.0294440598956834 0.0472983205091698 0.0153503762505911 2.50060954609292e-05 0.138667040002306 0.0371499612433249 0.290100793106461 3.73197793822619e-06 0.886466277060617 0.749191041866328 0.929228784835128
"Rv2572c" 0.557635851962073 -0.55263097312317 -0.250474259192691 -0.30543748599754 -0.0616830371055627 -0.0853636268007714 0.0657290520691204 -0.230637707141123 2.22550537106467e-07 8.52750720937696e-06 0.0204489078695024 0.00851208133404393 0.586161838511311 0.519294413327806 0.553428838206172 0.0486611513370066
"Rv2573" -0.591454164991663 -0.0876451062284365 -0.0823035662526769 -1.1815599554605 -1.06848632715629 -0.97572739813 -0.436389880714958 -1.4481758506384 0.00216740352584534 0.759143120941766 0.674524220369778 7.01583551959552e-07 1.25080234005205e-06 0.00780974433954652 0.0281131510191858 4.71079072102224e-09
"Rv2574" -0.781814627085389 -1.52429641068376 -0.479356299876579 -1.61857495018024 -1.20380880976266 -1.92459004948128 -1.07826681430745 -1.48824192352862 1.42723954849488e-09 3.57318980196263e-17 0.000411302439007549 4.4585741601493e-28 1.2476142759758e-18 4.63313248511795e-18 1.16914568617838e-14 5.32296344000083e-24
"Rv2575" -0.132084663343293 6.06692265536023e-05 0.79112842337255 -1.19927338029998 -0.106036183638361 -0.813361002868984 -0.119427242624495 -0.995421570372431 0.197608534599733 0.999536580795134 4.86054601966164e-15 2.06337425976464e-29 0.305297380416105 9.30285190345533e-11 0.260858187964117 7.19677867763186e-21
"Rv2576c" 0.165521732014808 0.124284614393739 0.749039477899358 -0.52615848614573 0.00281241519475476 -0.458277634347939 -0.244724657455189 -0.513551429119991 0.241477167919623 0.408985576184955 8.18705027167244e-08 0.000229119207305564 0.985227943006299 0.00228942826841827 0.0880991523162019 0.000325755544707998
"Rv2577" 1.31425759331196 0.748234276418757 0.862217733249546 1.36303006136252 1.23304767412053 0.71539483378946 0.719808226668324 1.41830961470648 3.82580090118421e-15 0.000422070531077237 1.45762074737031e-07 2.63153491578229e-14 1.25825346016623e-12 0.00181157606449492 1.80565762903009e-05 1.84404127343958e-15
"Rv2578c" -1.50965523808037 0.0684433871852336 0.273154088249302 -0.411472180851617 -0.828264581236479 0.647935532728176 0.323092392935205 -0.749624109639485 2.30763291919248e-19 0.776047866009805 0.146507822439485 0.0324789947776283 1.65601038119492e-06 0.00438720980558686 0.0861346744598945 0.000193613631485142
"Rv2579" -0.983179220814078 0.270835884960038 -0.10466449403244 0.00538785677026449 -0.754754562355331 0.29799846920528 -0.124661435718496 0.10946573104142 3.21568486208575e-17 0.0691444013607449 0.415507710098288 0.968342829058909 3.34699257061572e-10 0.0629407244831683 0.340486949193786 0.405680817262904
"Rv2580c" -0.859075374468957 -0.683876284968053 0.272532606584894 -1.55388406048737 -0.945699999467974 -0.149756729848198 -0.681745934189866 -1.72990720038991 2.84618294689194e-12 2.18308286846044e-07 0.03096799358252 3.18419556973859e-34 2.18150494388534e-14 0.269824376307235 5.70463072422157e-08 8.99257794414004e-42
"Rv2581c" -0.419553888854268 -0.36692481023283 0.405804375197851 -1.2911231297005 -0.236838722860974 -0.00444310927866785 -0.385324587260028 -1.1694462559275 0.00266526798076174 0.0150511295903384 0.00400746351540146 1.65549762776874e-19 0.0936107129409808 0.977340633756802 0.0067931002714135 3.11095571040683e-16
"Rv2582" 1.00657888067232 -0.768047433627638 -0.568511110253933 1.01836778549193 1.04003725864691 -0.237037534528822 -1.29950251901453 1.0116155364393 1.68869706676749e-07 0.000385029202128511 0.0036052667549619 2.15022525671326e-07 1.06614637486426e-07 0.28926091524638 3.48575093691017e-11 2.93888252938735e-07
"Rv2583c" 0.919972613635651 0.488009377979813 1.2691515340955 1.62382731317637 1.26766873299029 1.15971578066223 0.674492267501678 1.59745382090475 5.45156005967869e-15 6.1348060818962e-05 2.94417650660261e-27 1.67373069700712e-43 3.30106397320848e-27 4.0391993186176e-22 1.1999815978481e-08 3.74930135674672e-42
"Rv2584c" 0.199009466094807 0.269736705193686 0.134963508962116 1.93722486669789 0.418763850704597 1.06481259048867 0.751749435830325 1.95496662060831 0.10568867589659 0.0379863556252976 0.275457841011381 4.33633565497121e-59 0.000630816271134894 2.34362550397208e-17 3.77340411260846e-10 1.45812078709369e-60
"Rv2585c" -0.827675892289847 -0.842727553203441 -0.746585471763848 -0.861910003267008 -0.855850903043081 -0.493376798661926 -0.620022041156403 -0.830820318719101 1.28216195223339e-10 2.40916561187556e-09 1.0662693344433e-08 3.62502023943035e-11 4.19398886351205e-11 0.000680521020244264 2.05965279949997e-06 1.98925673367662e-10
"Rv2586c" -0.0927811877655572 -0.519274974643379 -0.270857755793247 -0.207674938746266 -0.118951770750351 -0.0972448100769471 -0.334620303889153 -0.182118465955134 0.37891996899753 2.63668853333462e-06 0.0113781216741331 0.054772205766217 0.26399154978126 0.402183313378925 0.00160906455367072 0.0924749953050498
"Rv2587c" -0.749729646867188 -1.14849699257161 -0.595457379544726 -0.897398752171177 -1.21445286441498 -1.04488338927191 -0.478064388888575 -0.966040035158078 4.42243013333027e-12 8.0005675708284e-24 4.73724410322813e-08 1.52184711743703e-16 3.96388167242694e-29 6.83299434988789e-19 1.20767311012712e-05 7.35509728105525e-19
"Rv2588c" -0.810975629421785 -1.14222933694558 -1.42575638827512 -0.0540618027256714 -1.07727486554867 -0.785616002499557 -0.987655611951597 -0.00207842605926549 5.17918762551454e-09 5.31986241207652e-14 1.27390217004138e-23 0.717360612158004 1.40336060374614e-14 4.60958787860267e-07 3.28883616847963e-12 0.989321991306477
"Rv2589" -0.8909018274825 -0.238768515201428 -0.412595661742263 -1.53960235340014 -1.24080745083165 -0.472744209758693 -0.54611748923012 -1.8936805640323 3.05349304031903e-21 0.0247865989233229 2.09781483325859e-05 3.90741091646463e-55 1.38648862078325e-38 2.60311952380801e-05 1.65482493408499e-08 5.8691587730861e-80
"Rv2590" -1.46278520999488 2.83271948746589 -0.161362341369398 0.28288839715525 -0.937879049763226 3.29603556589119 0.691130632755139 0.494205342283793 6.00181556174042e-10 4.35371927369466e-32 0.518810026442454 0.251836967168112 9.2067886270812e-05 2.38778442997478e-42 0.00452611010722051 0.0414772609720704
"Rv2591" -2.28427474172517 -0.911914546788979 -2.28650548640211 -0.895782331337543 -2.73983305086542 0.534233014198258 -1.76914618957664 -1.03997972449891 2.07951457378559e-15 0.0022746082839363 7.28667643033948e-15 0.00194418238673725 1.71478527414758e-20 0.0754500358445093 1.97378007887085e-09 0.000315482834339089
"Rv2592c" -1.82550155981966 -3.13481906831934 -3.14273572919914 -2.64842130079218 -3.08456524049033 -2.93805670190467 -2.71229922337775 -2.90290620894258 8.37405216145803e-24 7.74645999244365e-42 2.64924195575586e-59 7.01702509479588e-44 5.20391904027233e-60 2.39515613214213e-32 2.01287523381513e-45 7.25671494958207e-51
"Rv2593c" -1.78283472470041 -2.93966597864318 -2.9749596700012 -3.21226210600645 -3.2038510323615 -3.35518715038355 -1.68859603445873 -3.78741099795122 8.08011226620146e-24 7.37509117104976e-25 6.51909001989978e-48 1.07684509445553e-52 4.75480630764165e-60 1.67990240626964e-19 8.4310020945061e-19 1.06679892515553e-61
"Rv2594c" -1.61061221705471 -2.72465823946424 -2.86430868106186 -2.57475877189599 -2.66666669395632 -2.4432242084252 -0.86170953414409 -2.89831425974422 1.21862945018404e-30 5.99539245897714e-43 9.37597953548592e-72 1.12445340535609e-59 8.54059231456175e-73 7.45624801111655e-32 2.90679237456866e-09 2.69600757528874e-72
"Rv2595" -0.0605626567256692 -0.591502568458631 0.0197516204416385 -0.692479389177765 -0.377199674854326 -0.358978302681655 0.477533390846922 -0.364507109663352 0.728207281919311 0.013830760018773 0.920922009734893 0.000278590809464174 0.0343240846046171 0.170741251792371 0.00879148911126358 0.0518136039272514
"Rv2596" -0.595457468157472 -0.412441222031326 -0.252585531005537 -1.39801718794632 -0.868344297429595 -0.260608192079909 -0.269749010178617 -1.16958851543041 3.39208005289234e-06 0.0278012618780066 0.0730118664856266 1.20468787323785e-20 2.28160068441394e-10 0.190556316480419 0.0563102440922388 5.43188771578384e-15
"Rv2597" 0.0307410046112789 -0.325120177773313 -0.296385151500474 -0.106913022551549 -0.777410039745156 -0.494399123083613 -0.0758797212093866 -0.0623236945128541 0.72888605345911 0.0112556102227286 0.00149574952531695 0.295011999613182 4.82368843075872e-15 0.000906928253029783 0.419179393236355 0.55051340568337
"Rv2598" -0.45066485350282 -0.79723727121662 -0.916045765858599 -0.725754492832628 -1.00044726971251 -1.58347842593555 -0.537441640950386 -0.628661013983365 0.0377060370374223 0.0138216471604214 7.69332070640561e-05 0.00285341649863683 4.22922046762498e-05 0.000169309893675099 0.0209508143323346 0.00910319640622332
"Rv2599" -0.51311462217638 -1.95237932032132 -1.12758581123186 -0.601496948168443 -1.41874345117393 -2.34419285487889 -1.30180083215503 -0.350750140778703 0.00117445077812471 5.90050500575053e-10 1.49272609737329e-09 0.000549850209663055 6.34792797405548e-13 1.41922911235988e-07 9.39536454197276e-12 0.0486828940801687
"Rv2600" -0.50474840428377 -2.53984655796003 -2.07275074982547 -1.19165425972575 -0.869025986147584 -2.61454685075075 -2.45974351631791 -1.0918386310017 0.000668502396152319 7.56852837266472e-34 3.68182788195418e-39 6.66340511116868e-15 1.97538323630987e-08 7.72873965036256e-28 7.48202358068223e-50 1.2018785148207e-12
"Rv2601" -1.07071660461379 -1.95839065153736 -1.3830002956433 -2.40059174443898 -1.8263439428889 -1.93515919227061 -1.02175414741654 -2.57257771674604 2.66446563611288e-09 1.26700926093798e-18 4.64286079346789e-14 2.6239721470997e-34 7.6604566325148e-22 7.80005918159383e-16 2.3234426363229e-08 2.74360241077111e-38
"Rv2601A" 0.432671868383182 0.187444881906607 1.00156302751845 -0.754397673052549 0.124638201086781 0.184342041808514 0.787789846424488 -0.853080793889211 0.000852955669004825 0.261804936134715 2.75578773341813e-14 2.48310630409316e-07 0.353177071641642 0.306743623611924 4.09649605664891e-09 1.00280713944555e-08
"Rv2602" 0.467367305360738 0.096121473669117 0.593344710056571 -0.526922508927158 0.327171323426856 0.125880155197163 0.563339254180764 -0.549685037635978 8.61105494277364e-05 0.510013367886382 7.66804786697244e-07 3.37532992095191e-05 0.00717034988123112 0.397419959851258 2.68131293937497e-06 1.75051335670554e-05
"Rv2603c" 0.721718223150988 -0.478725307954906 -0.0113662242439914 0.0309594327695244 0.455717071130683 -0.368657714719751 0.30574572930196 -0.0656266291258136 9.01498250390253e-10 0.000321805191516396 0.928651564463872 0.812985014703105 0.000150435238632504 0.00764519349272422 0.0102895429999698 0.613093702651622
"Rv2604c" -0.274054470608183 -1.15436895132478 -1.47573331192598 -0.659140893265274 -0.673679964517551 -1.90576941446766 -1.83317122736647 -0.516053723161579 0.0101308141630321 1.30501152747003e-12 8.41988237587907e-38 1.46094364142111e-08 2.08884964305947e-09 6.23007870703611e-17 2.23961334213216e-51 7.5626034465137e-06
"Rv2605c" 0.25240964889112 -0.654224162954019 -0.59380000348677 0.155549499260972 0.0030842333093617 -1.22897095134145 -1.31406998240759 0.0967339831214926 0.0219104600637723 1.76193398279152e-07 9.0996323928816e-08 0.176612948510024 0.978870555107046 2.66452771759545e-17 4.85186570282846e-31 0.409047113144325
"Rv2606c" 0.673033002413955 -0.25178333092358 -0.0431829543186059 0.422651061809263 0.622965085409652 -0.828694541386326 -0.405120809080086 0.29465119706666 3.83695323841234e-11 0.0278287228369058 0.688185773988622 6.51192966349286e-05 1.44301715137709e-09 3.20466572723517e-11 0.000117392021610911 0.0056804585540993
"Rv2607" 1.00848753783974 0.761898127158933 -0.335581665414979 1.11590308393376 0.873390618992502 0.213820118721849 -0.541107202064393 0.898809413752254 4.86826746981406e-07 0.00298376274682417 0.102882226990977 2.37852610456603e-07 3.63972953533036e-05 0.493578529918139 0.0107463963783113 5.16979989792149e-05
"Rv2608" 0.968069375014964 -0.211200678141497 0.00692097257911543 1.22978547104973 0.477625971135715 -0.123054342227084 0.120910348858777 1.03647063506428 9.42020251475064e-10 0.244245312772986 0.968397298281567 1.5752542716491e-14 0.00343480598328184 0.521865029601177 0.462919118443775 1.04492206472324e-10
"Rv2609c" -1.06373885484941 -2.39007607354864 -2.13590826524189 -1.54977708707523 -1.6790807927834 -2.81098596631343 -3.03781887373356 -1.72718110451063 1.92023713792624e-14 4.55659958674641e-41 2.0973104283201e-50 1.11187234713024e-26 1.11336302445658e-31 3.68994128760498e-41 4.07672095179944e-88 1.98335032132599e-32
"Rv2610c" -0.972043938767826 -1.91984971793335 -1.85943066255961 -1.1951860511933 -1.26752004477223 -2.57352824546214 -3.05291215646532 -1.44665433721219 4.06090112852414e-16 3.38014710358394e-33 1.65577922919515e-49 3.83944907817319e-21 6.3845533392407e-25 8.54897534892382e-37 2.62570626120862e-105 2.71233289138887e-29
"Rv2611c" -0.930571850317275 -2.08998932963463 -1.75491850534381 -1.33023636544167 -1.23129644223161 -2.00166410002589 -2.42412878724607 -1.19923982807415 1.4966573556565e-15 9.25797575753604e-36 7.69551396609964e-48 7.76370416954049e-26 2.38358706981747e-24 3.83269854338413e-27 2.71481455639108e-80 3.46005569971986e-21
"Rv2612c" -0.793087851029692 -1.52251687119852 -1.25812715561339 -1.26321204185381 -1.21127877670084 -1.85497660077656 -2.01501136250634 -1.47278860786553 9.78423984441819e-08 1.46269149206135e-14 1.67471148910596e-16 1.22180257124859e-14 9.7066865507903e-15 4.83517943639298e-15 2.35570933822826e-35 9.06033694941794e-19
"Rv2613c" -0.35950668002729 -1.76187474547654 -1.23374659803995 -0.596394582457318 -0.81530623547389 -2.08563017426225 -1.81511255258153 -0.764144056533377 0.0112554996042664 2.82212340822943e-19 2.26766136671921e-17 6.71523442123257e-05 1.87808181448184e-08 6.39744032483512e-18 4.07913423748842e-33 5.60388872997912e-07
"Rv2614A" 0.554638383691067 0.0362238790473386 -0.782837066380717 -0.280854547356543 1.11759500708641 0.893082215769007 0.282388117706927 0.419463279750081 0.0110760625544216 0.924752964747344 0.000875322058501786 0.2559370767699 1.65480233840115e-07 0.0130206414588363 0.196308608640179 0.074406165983302
"Rv2614c" -0.222061544912799 -1.8394168068876 -1.39162222444333 -0.84718948832761 -0.563819125808453 -2.04625430128127 -1.98052776075643 -0.928779121008974 0.0556044867907478 2.55168516046023e-43 1.06887101006594e-33 6.44881998335121e-13 1.15606431120012e-06 1.05915865245303e-42 2.31247256051146e-64 5.43188771578384e-15
"Rv2615c" -0.416260783295587 -1.52382517228475 -1.40064327735979 0.04798444017814 0.906060698209215 -0.052587891883931 -0.280595250375039 -1.4787913167734 0.15735056387762 6.39693523544472e-06 3.02695708194671e-06 0.883791675141386 0.00210988485732567 0.877644413092847 0.358424526266626 1.27494779765862e-06
"Rv2616" 0.638325744377997 0.374482454982921 0.578665960857424 -0.185932061766949 4.92463929695084 3.15616385586813 2.20868850883628 0.106413509351117 4.68722765668912e-05 0.0622379674942562 0.000213112616155399 0.299898353075863 8.07834454285461e-239 1.33564696541127e-91 1.0856821934641e-50 0.550854659147452
"Rv2617c" -0.0388984841040978 -0.338030911328692 -0.0917061263165671 -0.3325447018549 4.40631310161058 3.12626729642946 1.71635909917958 0.207985424640688 0.786659486601798 0.0754630683438591 0.535705542632502 0.0296557528550934 4.69356576454817e-248 2.77214016694777e-115 2.3706523189391e-38 0.161375347482448
"Rv2618" -0.684305904825152 -0.570294561235568 -0.335570597004374 -0.876611338522668 2.40251242402026 1.68930159898512 2.47898691407686 0.163607982997019 3.25051793638882e-06 0.00474289192610805 0.0324517126484748 3.73445683445559e-08 1.1814508895228e-65 2.3473279827707e-26 6.37708033321472e-68 0.294047616154387
