"Iron_effect_in_EXP_G_D.log2FoldChange_shrunken" "Iron_effect_in_EXP_G.log2FoldChange_shrunken" "Iron_effect_in_EXP_G_L.log2FoldChange_shrunken" "Iron_effect_in_EXP_L.log2FoldChange_shrunken" "Iron_effect_in_STAT_G_D.log2FoldChange_shrunken" "Iron_effect_in_STAT_G.log2FoldChange_shrunken" "Iron_effect_in_STAT_G_L.log2FoldChange_shrunken" "Iron_effect_in_STAT_L.log2FoldChange_shrunken" "Phase_effects_with_Fe_G_D.log2FoldChange_shrunken" "Phase_effects_with_Fe_G.log2FoldChange_shrunken" "Phase_effects_with_Fe_G_L.log2FoldChange_shrunken" "Phase_effects_with_Fe_L.log2FoldChange_shrunken" "Phase_effects_without_Fe_G_D.log2FoldChange_shrunken" "Phase_effects_without_Fe_G.log2FoldChange_shrunken" "Phase_effects_without_Fe_G_L.log2FoldChange_shrunken" "Phase_effects_without_Fe_L.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.log2FoldChange_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_L.log2FoldChange_shrunken"
"Rv0429c" -0.000139312954365471 -0.000341691764708598 2.14434533974762e-06 -0.000311390299995773 -0.875499541691533 -0.375105742601669 -0.8615028900569 -0.0193825939654465 -1.03717968566207 -2.65450958675562 -2.59841850585827 -1.4044225760374 -1.92913173447414 -3.09451574129547 -3.55818778895029 -1.5171039702962 -0.753658434431512 -0.265857389397621 -0.82474478056933 -0.00161499330909063
"Rv0430" -0.000250994374016028 1.4706984453604e-05 -0.000965994110197256 0.00062971987839405 -1.84302038732216 -0.232655390843684 -0.770590257766724 -0.046371943026201 0.647237932469559 -2.19530228489555 -3.02246720402774 0.111637725817565 -0.934190051168166 -2.56667062566577 -3.63578329663741 -0.426834074728502 -1.43702174914519 -0.208976040886583 -0.436247616353433 -0.0272279814013329
"Rv0431" 3.82074665275116e-05 0.000299630425411307 -6.63045355943133e-05 0.000104389335985032 -1.1600666266106 -0.0772673476752515 -0.30838674913528 -0.0927098456085074 0.266825023271526 -1.78978096048449 -1.80736533347216 -0.529693139075222 -0.93277946639874 -1.98564326474006 -2.11485669718964 -0.869139376039675 -1.13494219741516 -0.137797031714763 -0.269035812095046 -0.0183269813630169
"Rv0432" 9.50896446222655e-05 0.000152287060680129 8.52415673134883e-05 -0.000282008822341888 -0.491516380134791 -0.899766591094908 -0.125443312598472 -0.0123898611989994 -0.334155856294175 -1.26586919910944 -1.49185668842163 -0.916369431326826 -0.892050996335896 -2.29063920454016 -1.66409737524483 -0.957761727246241 -0.483261080322403 -0.912813888586078 -0.151110478363854 -0.000499681686493796
"Rv0433" 0.000263128436116667 0.000102173728149312 0.000282609680247425 -0.000460009861048024 -0.417585458000107 -0.460592759252243 -0.329617049111851 -0.00312943009258596 -0.906782282269646 -1.61475930082858 -1.35392831406172 -0.888440957136423 -1.42070459241343 -2.152864044202 -1.79686161318894 -0.826643171751958 -0.453506860895804 -0.466846390719483 -0.404612650215744 0.000769078736508181
"Rv0434" 0.000305633828568348 0.000613095449298423 0.000148376501468722 0.000220296260755412 -0.252247764213158 0.17990731872644 -0.402926515912698 -0.00488743648286854 -1.47921892003373 -2.01124985297408 -1.37654201335575 -1.3259717244751 -1.82444701797563 -1.93619460942825 -1.85107624912611 -1.43284845856168 -0.300267169350233 0.0585895992412198 -0.434631648830763 -0.00149746653826892
"Rv0435c" 6.54442365356273e-05 -0.000245756710855059 -0.000206712099050292 -0.00103718195530357 -0.678308712922481 -0.610284293472978 -0.301559360939005 -0.0518860508504234 -0.878154359997236 -1.4147229545513 -1.20357512150457 -1.36255047399024 -1.64502926708972 -1.98839790696625 -1.43174224192666 -1.43794265710046 -0.64774613102299 -0.47930716961831 -0.195597971654828 -0.000978061848196686
"Rv0436c" -0.000110278097916298 -0.000303359876565805 -0.000204321663785434 -0.000492946099247707 -0.598870373657503 -0.62845257494788 -0.243735925759232 0.00506425415793212 -0.00237095104784272 -0.532087810224768 -0.631963619006758 -0.471260452382579 -0.605607111553819 -1.15082713308051 -0.820954962832744 -0.312651294033912 -0.538313347308394 -0.536287223506932 -0.17178107774714 0.0028222664395716
"Rv0437c" -0.000136388573412579 -0.000402260318054688 -0.00065265421247641 -0.000329019289439209 -0.469510118117157 -0.221500094607236 -0.197714148061608 -0.0101096001863083 0.0821705796330551 -0.0708896579335874 -0.450566586216878 -0.381485081238451 -0.356080983363761 -0.143231072907499 -0.441225279456806 -0.404291000759425 -0.332698997748398 -0.0508282643358153 0.00848527846589325 -0.000303161722324031
"Rv0438c" -0.000138388927614595 -0.00030374199793467 -7.29325050443007e-05 -0.000838894755968748 0.0262520666383615 0.0275721475186254 -0.124752161905007 -0.00155873797432337 0.55303568110827 -0.09391742329946 0.0195927552233855 -0.627170868859552 0.622316462213334 0.0161236880159847 -0.082969415469069 -0.504609707501541 0.0583042216149603 0.0888576612827424 -0.0953076833055539 0.00181687019244959
"Rv0439c" -0.000362566464025522 -0.000698116675665027 6.89112866815393e-06 -0.00572807583673688 -0.508482130158926 0.366988850118272 -0.528660215891879 -0.0703248246674616 0.288766169229546 -1.31392335417404 -1.00513878638617 -0.988344321438788 -0.132489287807247 -0.677536211980791 -1.58072639573132 -1.06112362873011 -0.366360716379733 0.505279015807123 -0.509566694465934 -0.000975998711072147
"Rv0440" 2.27245893461685e-05 -6.09263774781977e-05 3.30160968810725e-05 0.000199333430176545 0.206247029430963 0.805674245228576 -0.406025428316568 0.000394059146678257 2.72820213376766 0.389664958890874 1.00282983460987 0.334755863770803 3.25752592575634 1.82003350956088 0.328492880866957 0.285790663544693 0.0809875749015534 0.540912955248931 -0.285830833162207 -0.000945497639364054
"Rv0441c" -0.000273388026375252 0.000102754890600415 0.000170153743856494 0.0122544511305423 0.108765351339534 0.578519843742083 0.256140400958227 -0.0184160365312 1.32384855561561 1.0312161251603 1.52300673576981 0.635298649828717 1.52425057340716 1.61617264627988 1.73076938898861 0.220451849011984 0.17033160923457 0.529429977364301 0.188165737437802 -0.08842288339497
"Rv0442c" -7.81949937694579e-05 -4.85625645124999e-05 5.697680401458e-05 -8.45071573785409e-05 -0.126108790567972 0.0262430285792139 0.100153148856764 0.00444137264074528 0.873133105346133 1.66184324172175 1.74561879201933 0.536641253971034 0.814714829919725 1.75045751274552 1.83386437122072 0.628281466893279 -0.0453192704678477 0.0483538683269137 0.0569050791937939 0.00132966790371057
"Rv0443" 0.000116074784092624 5.76579761005727e-05 0.000375094756231213 -5.87090574722635e-06 0.0766425135621761 -0.472083597569374 -0.212403221442731 -3.31346147818517e-05 -0.236136806221037 -0.160702603040013 0.0816300133550458 -0.435881236878087 -0.199532569408203 -0.701860423659353 -0.284602973593132 -0.434723719307089 0.0319543921334957 -0.464254547508907 -0.329869785120179 1.70562205769602e-05
"Rv0444c" -0.000280492137041063 -0.000173417413150904 5.24712067254205e-05 0.000360422940472028 -0.421400922190538 -0.806129919681125 -0.58393033686288 -0.0486882061954973 -0.224974294268948 -0.556663644307794 -0.85354485659754 -1.12795060206554 -0.585678860872978 -1.36472443532834 -1.49085211563929 -1.46673889623113 -0.300628150608496 -0.716401088877011 -0.57996960252905 -0.0175777020385539
"Rv0445c" -0.000241405365070583 -3.75863386703525e-05 0.000223520304635874 -0.000200769368202268 -0.328142548138998 -0.189353242262941 -0.216877514244485 0.0469370966008417 -0.433067735030674 -0.804672026674644 -0.773593512391457 -1.05967863913851 -0.699149637411709 -1.02446711279275 -1.10915814855518 -0.731624348123641 -0.214426734204617 -0.158122854634901 -0.291973739632776 0.0125381869220219
"Rv0446c" -2.28593628358403e-05 -0.000500564354029993 -0.000158729760555906 -0.000175425602088143 -0.449476477926654 -0.179831108796434 -0.53033225789311 -0.00459867490534077 -0.664615587002865 -1.57463728009341 -1.69950809475902 -0.826195919485682 -1.14467904013924 -1.68140152812496 -2.2127520031675 -0.836305300070171 -0.415900284704404 -0.0759092342615182 -0.463758084586304 -0.00011727505817674
"Rv0447c" 0.000358895133538641 -7.65404761632104e-05 0.000210378677253893 0.00362440151478526 -0.242614586255078 0.0893666705324463 -0.390956237788543 0.04143271051213 -0.794958939985492 -1.32261382938033 -0.866928506378957 -0.732535973631053 -1.20421039607016 -1.18503493085896 -1.38652766599455 -0.724596142634274 -0.332987490760321 0.0990505971055221 -0.452850429715088 0.000112782026403835
"Rv0448c" 0.000489985296089068 0.000172352432892067 0.000237084398021797 0.000762372090462886 -0.197894785473834 0.220398367759686 -0.237721846474299 0.0299550599286212 0.592016111296908 1.51242450963694 1.51613061683337 0.921897124061217 0.100360111486332 1.70519690717943 1.14801776863354 1.00152678139379 -0.386287888043888 0.129001055651668 -0.322324149581259 0.00105884728659457
"Rv0449c" 0.000838886393768921 0.000828330767549642 0.00107394665449049 0.000960671346361419 1.76041121756822 1.84939756199912 0.916771821656797 0.149966221694257 -0.160067072453327 -0.129020295032982 -0.0392646592684823 -0.207244142718852 1.31598348125513 1.54945485437481 0.690150817443622 0.0235165849863791 1.43837357689061 1.59094667032093 0.671162024139318 0.00515190706099344
"Rv0450c" 0.000950616677653419 0.000704610994058156 0.00412288706632071 0.000411628164430683 2.85684428673423 2.00502207842519 1.33612731056559 0.872795667205732 -0.974473509716846 -0.831646410766919 -0.924770347072347 -0.760219758162981 1.55101151023082 0.991051688428478 0.140205807373628 0.0237999162336574 2.53333442184183 1.78970933524234 1.01297276019197 0.755921064811607
"Rv0451c" 0.00108039071658559 0.00606924926987567 0.00681044351749468 0.000808809916794815 3.35898305732588 2.11172754346629 1.99269589595978 1.20313318982297 -0.875086246281337 0.100354459523685 -0.409116666103157 -0.185202074747094 2.09940219823013 1.89922912608482 1.27418058714495 0.875894757040053 2.9885753716785 1.74123800702932 1.64522452340769 1.04286766848249
"Rv0452" 0.000202903327007233 -8.08098765743096e-05 0.000322379369667003 0.0044587424962495 0.556516706826544 0.0630006635682564 -0.767063621272958 0.280217327828887 0.611257581449776 1.06051796714214 0.92876045041496 -0.0795152240312258 1.0792940182764 1.21296733544023 -0.0783407147744133 0.291556890605404 0.32003222188957 0.091358207215604 -0.862383323225861 0.00899635322087374
"Rv0453" 0.000198211454700489 -0.000111128309965172 -5.16370986454131e-05 3.60710883563195e-05 0.412211575217815 0.194715971009681 -0.0062908353893644 -0.00530612463898692 -0.0514140351208746 0.228441559617233 0.247739879198106 -0.261641993215676 0.26765674959795 0.56226984616888 0.276134151031844 -0.345905832800984 0.233740628035382 0.220700857722243 0.021346452098529 -0.00119908699283623
"Rv0455c" -4.65897024688496e-06 1.31412396569012e-05 0.000176955643488599 -0.000232429185333015 0.208610502710791 0.126741621924438 -0.350585539883988 0.00283281512271573 0.674651585882769 0.78445309877558 0.41551096498364 1.11323730993788 0.930523436343768 0.933072999953056 -0.0772518333481632 1.22612192334402 0.178631578336824 0.0999058616766709 -0.407040910938557 0.00161014699559334
"Rv0456A" 4.94733259969533e-05 0.000137950625926503 0.000202682346856532 4.98156667731117e-05 0.620591537181179 0.21697492942438 1.11060786654467 0.0124960776760862 -0.190156999990057 1.37946289409603 0.161626388432426 -0.937126712550799 0.49929531177852 1.60707693789878 1.25987001891417 -0.730853701101505 0.466338005083769 0.114884899919495 0.87413264290435 0.00359001006859931
"Rv0456c" 8.14331939612537e-05 -0.000219322160209044 2.2771679992362e-05 -0.000660797128405467 0.0968523531001867 -0.095838594804677 0.24511364056443 0.0133699063908803 -0.0486701422286568 -0.0491913209458115 0.185965353241724 -0.185809381482348 0.0176205406132432 -0.0803838363505522 0.443679745396164 0.10500896830503 0.0555459423593657 -0.0220456312287209 0.218787808801428 0.00775073578445547
"Rv0457c" -0.000245780715491861 1.68224653246765e-05 -8.38721823672382e-05 0.000620300127636612 0.183670519712396 -0.592761422977358 -0.973731137118547 0.0209863192073831 0.803566938872165 0.571443212506942 0.451730819436729 0.639721366318234 1.17674278846837 -0.117586454644085 -0.519888415959452 0.681951852410305 0.279662399787247 -0.554747879828549 -0.867773765078376 0.000548328425946462
"Rv0458" -8.22863848077077e-05 -0.000111522357910533 -7.81890997284131e-05 -0.000378386333950795 -0.250090909064176 -0.47209084586218 0.0210582989155315 0.00715005730796045 0.534582647870592 0.373956933564204 0.480219949454079 1.78630830828118 0.304578171244931 -0.0828073929754855 0.553611630094547 1.98418995026625 -0.174922002398722 -0.36756159656538 0.0589622877770432 0.00337130049879594
"Rv0459" 0.0002021977868143 -0.000106525522133143 -6.23934835318048e-05 0.000154840630394495 -0.0667757750619752 -0.472116945929231 -0.152696172662712 0.00072996729541421 0.836405479071937 0.449594131054537 0.307989238144023 2.10138778665732 0.703495480706898 -0.0391816666323377 0.171245738567373 2.06914079680058 -0.11609421630639 -0.419269109217458 -0.123215802944027 -0.000396198363300663
"Rv0460" -0.000147120600928506 -0.000146334522872701 -0.000101001903749307 -0.000152625674558772 -0.331354711194016 -0.508837539506712 -0.380907113394348 -0.004724023695282 1.52274212864554 0.140295867571651 -0.355880049744446 1.76276401231239 1.25973604551787 -0.361688527958492 -0.718175554401141 1.75656596107493 -0.198011325955365 -0.383540206158948 -0.294983192052894 -0.000108060287410333
"Rv0461" -0.000178105970119112 -3.94181467414401e-05 -0.000176324357263897 -0.000166088827063166 -0.513089042910942 -0.117294844494721 -0.481213157166221 -0.00923795613457597 1.19186061376108 0.062650517148689 -0.490622535717579 1.42785027506188 0.75888426274485 -0.0497352854852628 -0.921020481342617 1.37177051312239 -0.315039488802088 -0.0800964807149513 -0.343893646213436 -0.000791931177340759
"Rv0462" -0.000108717430345958 -0.000170915869795126 5.34691537011281e-05 -3.4051540638522e-05 -0.133766518517465 -0.721442520726954 -1.20618858179336 -0.0116742382599838 0.428691734779344 -1.0919049028359 -0.569250698425274 -0.215895187327523 0.354489071579574 -1.78657377314003 -1.86034117688159 -0.333215011665003 -0.0573238098916656 -0.565297004735623 -1.17511717841694 -0.00170741731621468
"Rv0463" 3.36542522106723e-05 0.000253820404911975 -0.0439772051139585 -0.000109284931441836 0.511909546317347 0.208324938670752 0.492382850971632 0.00310625123129596 -0.407666214578065 -1.44714258731748 -0.865163922446435 -1.32088081632815 0.135575185195845 -1.26353607337119 0.0778154082209225 -1.24705303820539 0.44952855648799 0.124035365608079 0.860750405270901 0.00101665920588754
"Rv0464c" -0.000200881146020914 -1.0743391961061e-05 0.000155267326759783 -0.000486824713205062 1.3334984270149 1.32160762507614 1.54917352593474 0.0198444733075552 0.183751645360449 -1.08935790711641 -0.402911577945422 -0.27759862327892 1.62167142862664 0.275040102812822 1.09141250743168 -0.00537806661273104 1.37935704917492 1.28247951176723 1.44576515947618 0.0086545544383803
"Rv0465c" -0.000216315166459066 6.3766214354925e-05 0.000237883839737637 -8.66463397669783e-05 2.04758054331549 2.76200691874291 2.18982681354274 0.0890613319053877 1.28480331725174 -0.0172508793402884 1.4725565585264 0.242248916145334 3.5770448706283 2.70370713329652 3.55391502182041 0.675514200093933 2.20853399498236 2.68130043306928 2.00487488179081 0.0181346276628308
"Rv0466" -8.40597576414651e-05 -9.03169036850099e-05 -4.63777036090675e-05 0.000398379523471405 -0.342460054498223 0.0374927034093031 -0.213898346754825 0.000192334668814349 0.484150147872143 -1.27020413414349 -1.28533422312142 0.299154035548045 0.154338862207514 -1.17003411951864 -1.50501303189017 0.184526081183765 -0.233438175446355 0.0744708990619929 -0.166343794563861 -0.00169397119536574
"Rv0467" -0.000196060286017421 -0.000112994259240731 4.32864875724636e-05 -0.00048735260344154 2.50158641133704 1.09757555466942 1.350084137715 0.00427563294366373 -0.936090396754756 1.13919837406013 -0.946882639690059 1.50912803542542 1.7717067493474 2.46950771886523 0.42962599606604 1.7206099240731 2.74984047287492 1.06247088812134 1.19211535454942 0.0034395524756917
"Rv0468" -0.000210178894664573 -2.18420579668207e-05 8.84081387617935e-05 0.000257031511389463 1.32249481988301 0.917407636206919 1.15425979272062 0.00997344701682137 -0.150522826050561 -0.0978446353901646 -1.52437740875977 1.06678218971526 1.37703372726645 0.911600879253737 -0.377173606144971 1.10354176498687 1.43043805536191 0.8532896380175 1.02048962389689 0.00047814248060676
"Rv0469" 0.000126751538999093 -2.14767106205142e-07 0.000106788329138524 0.000166624163160226 0.371758339103831 0.336063819538553 0.473891900639521 0.00649994990896841 -0.420674896056842 -0.774112957617897 -1.34171908815165 -0.114929917204473 -0.0656421943269291 -0.401591055274876 -0.892614465057308 -0.0926255571023492 0.295957652896338 0.308242320794583 0.402950229059829 0.000272835803483263
"Rv0470A" 0.000106837627369134 0.000390405243976834 -0.00010640898573298 -9.70652949145115e-06 0.371354688685478 0.151450640549306 0.628941031647677 0.00643621239939434 -0.718513042847678 0.284805448577177 0.81519339106457 0.0163142867089785 -0.351118654782035 0.321917565133736 1.54681183158489 0.096210210308401 0.29400947194153 0.0250385672577561 0.64494274935989 0.00107779171149948
"Rv0470c" -2.04792775935029e-05 0.000117798143215717 0.000108537662107736 -0.000231128915389094 0.164512809308231 0.141027829977816 0.387508682368985 0.00362152731775154 0.602093636873192 -0.0507876867010059 0.00802888195681611 0.181426367590972 0.784580892603303 0.0663548826109868 0.370256995343473 0.280701500757766 0.157800587901626 0.0987680289081332 0.334880103784474 0.0013688553286077
"Rv0471c" 0.000148145917759188 7.63496129255852e-05 3.7407623269546e-05 -0.000198409982136851 0.278785494495437 0.222871483219476 0.442686672728487 0.0063091740458202 0.306905887445218 1.00818757353825 0.924987154520453 0.0106102302594219 0.562030735790249 1.24217490327739 1.37581895647836 0.132446602514299 0.216176924176559 0.179928760662258 0.407830557766672 0.00179249160962859
"Rv0472c" 8.28275432481301e-05 4.5867236843667e-05 0.000215596409305589 3.74374385645342e-05 0.162470833844659 0.341321585700158 0.308699172467693 -0.0167047933049823 0.0403259015012349 0.149130972642187 0.577109560097584 -0.484632776016314 0.179872810001638 0.50567891400999 0.803361789721522 -0.648857852688415 0.111155903890355 0.287513338169787 0.192902839785235 -0.00268629953164494
"Rv0473" 0.000338412812712445 -0.000102040468206649 0.00031593993625988 0.000520217035431564 0.444315083070962 0.635272648927051 0.415525338008968 -0.00995000395654483 0.143112358758052 0.471057203919505 0.860656409100532 0.0930961858278885 0.526298641670885 1.16726565977479 1.18742726240201 -0.110366258532949 0.331990079433479 0.640821052188143 0.298525133666198 -0.00492101871170428
"Rv0474" -6.65942343106248e-05 0.000310443082822844 0.000105764562549149 -0.0002449794725398 0.369013029912817 -0.225879076961965 -0.0864128894891742 -0.0154601337965222 1.14116658463517 1.99135512248332 1.74230467638603 1.22452588439873 1.6003845578696 1.59525729711085 1.59326424325978 1.15405091157382 0.355086252487091 -0.326312144402622 -0.130835139155733 -0.000946410776027939
"Rv0475" -7.73531028198801e-05 -0.000533318230415761 4.5922689542786e-05 0.000107638020910386 0.535881859213058 -0.260665994539104 0.153571772986022 0.0030903691363342 0.751534488490186 1.06242064673778 0.369213264366052 0.958876099516889 1.46807577388604 1.04719735447362 0.515544037711113 0.965454553165017 0.505997976018673 -0.0175514059884607 0.110807962749862 7.21716398089975e-05
"Rv0476" -0.000161508280316971 0.000174337206580463 0.000269435903711932 -0.000183702007992699 0.650871571882886 0.868021621427047 0.282596699833272 -0.00548220584772406 1.33310491983706 1.57768476540097 2.39050886927447 0.753079972990546 2.11175710108917 2.42207335211278 2.57555273048256 0.746479351752416 0.661598290671854 0.754362016863954 0.157250055451028 -8.62891510293629e-05
"Rv0477" 8.08341449620102e-05 0.000684784043800755 -2.04045905228631e-05 -0.000243567266525667 0.775664937665345 1.05262552767123 0.478562107333894 -0.0162776083248182 1.03849627905599 1.4039030749871 2.06511488855768 0.221191680436343 1.82579187022817 2.33117672109643 2.56923245343429 0.153507875342313 0.720157491685054 0.870846909681735 0.468624424946779 -0.000849779515482146
"Rv0478" -6.22308457816143e-05 0.000497804516045979 0.000129222613316876 5.32523098336163e-05 0.38666391466348 0.784487886024887 0.498132229798463 -0.00157234716575391 0.283749972372777 0.846611556167498 1.31040158458397 -0.141003497064633 0.71256692857818 1.53916100689535 1.78204022620605 -0.173796639933356 0.376106948517814 0.634348336985566 0.435141873591878 -0.000389284105388293
"Rv0479c" -0.000287090728646587 -0.000250327119929331 3.5010071257836e-05 -0.000192558147169695 0.0334249537916114 0.377257123317104 0.505336186867082 0.00274277181475808 0.837186705685332 0.364605252970673 0.13066602054816 1.66020082651315 1.01760260155068 0.889653979872772 0.651073657482507 1.75419996661404 0.140123265156475 0.447015505208869 0.45682838020411 0.00124918611124718
"Rv0480c" -0.000297189334377403 -0.000118016430876437 0.000147033232115366 0.000405080288493977 0.175851786211083 0.147967247123996 0.563330461894161 0.399591942541974 -0.146666067205949 -0.099204063889221 -0.475565916889786 -0.470329620122908 0.21575774494337 0.134344951380759 0.0452127739101445 -0.00118041254588447 0.289015910754655 0.175681898708918 0.449985528980521 0.0368818386754748
"Rv0481c" -0.000166003828035634 0.000123943153277624 0.0164676011806949 -0.000230467776814615 1.17938667122584 0.781687301610373 1.25723082198589 1.24566567735291 -0.638039263845094 -0.449915181329365 -0.198594141008918 0.434969920472631 0.691996951305556 0.378113349119773 0.656766135907908 1.77572593462249 1.22505269237253 0.66068764303683 0.744221685935706 1.305047081414
"Rv0482" -0.000397646045731742 7.15921114058383e-06 0.000134511164797654 -0.00036806800883259 -0.221773935452053 0.2121375582664 0.499215396677585 0.0240930290147501 -0.413495020237548 -1.14025781941639 -1.07189845354645 -0.467809346080339 -0.471184441905901 -0.884530499305241 -0.607848939225405 -0.16503125362034 -0.0429564354801597 0.186828803413243 0.405911826029981 0.00894522621696497
"Rv0483" -0.000147323482900661 -0.000176829587136274 -1.9204727041802e-05 -5.49748690468039e-05 0.0288084904846339 0.344656069665935 0.584405160223493 -0.00683808697991984 0.825190402543403 0.400198006507776 0.00656691834612564 -1.01934756856657 0.956175567942542 0.884933514321274 0.644638713086497 -1.08216109599422 0.0940643405748241 0.392654673644384 0.551330370943184 -0.000825408897210743
"Rv0484c" 5.80761345987874e-05 -3.24139796420161e-05 -9.75190033969762e-05 0.000108905673358883 0.189840270471806 0.609290576684573 1.03231748173418 -0.00962024386001883 0.473822560871158 0.709467793172817 0.479120309697173 -0.754495156069271 0.659860544945921 1.40311575288685 1.60450110089332 -0.90144555930961 0.143332213761022 0.583341578986289 1.03824697774039 -0.00225659254235263
"Rv0485" 0.000142917423278241 0.000138087427754435 0.000169337787271025 4.2400737947541e-05 1.5576860968719 0.48370082577178 0.35950092700367 -0.00225159073801267 -0.502789089774624 0.453340737813793 0.410103392042978 -1.86285260982549 0.987567784009908 0.911105162255637 0.707081862564158 -1.90746730192089 1.41871544271469 0.37126629402003 0.249519282436783 -0.000549950216859543
"Rv0486" 4.92743702240151e-05 -8.48214137424548e-05 -3.9761296742563e-05 0.000333576953474935 0.6136669967467 0.591220641591607 0.206141799809549 0.00130838471160991 -1.08991596465606 -0.0142126053506089 0.151548132389151 -1.6615918057623 -0.451558682412245 0.660399320245783 0.398899009079186 -1.74392105572301 0.526690563561256 0.589823190858489 0.210286529228485 -0.00107740126797893
"Rv0487" 0.000126328777484612 0.000388630509376316 0.000418337572087162 -4.62952045726487e-05 0.595757329469496 0.926133929850268 0.191526797188284 0.00843444636820717 -0.658322467777249 0.184860303604663 0.613624157958991 -0.637670737493812 -0.0626954869451593 1.0605191936066 0.701172823723627 -0.545064142887683 0.544197347421627 0.823098307415368 0.0805226626190641 0.00126506928799819
"Rv0488" 0.000119155633580771 0.00306891747003493 -0.000319433704978028 0.000237521552644643 0.574825486368447 0.765487514033178 0.547469824184386 0.000486320636765626 -0.676231970549636 0.353740286546513 0.174153382246224 -0.412341579400636 -0.0920602103100176 0.938118392230398 0.921680858112523 -0.477282831140208 0.468441794240251 0.394007446573426 0.647310231170243 -0.000906400872179859
"Rv0489" -5.70594515455913e-05 0.000328197074923698 0.000126776224375526 0.000194376829723197 -0.261541995644976 -0.318822369158087 -0.302860108603433 -0.147282472384068 -0.804336893223638 -0.35696948954862 -0.730527088937767 -1.59913528454593 -1.07387528229779 -0.869427648742553 -1.12783249050489 -2.08264780510508 -0.211459010704422 -0.412772846111339 -0.341096094352484 -0.0490147074388482
"Rv0490" -7.57272738566828e-05 -9.64355218751381e-05 0.000334295289304091 0.000136595996602702 0.101566685865385 -0.704794984280186 -0.763683668996348 0.00541271791662878 -0.469172593770601 1.11715408213783 1.31334641915115 -0.408833416663155 -0.330849690094092 0.415272614372914 0.387821459060272 -0.389134400793054 0.116379354690688 -0.635413179471425 -0.861378469042354 0.000242691773907665
"Rv0491" 0.000167779976638 5.41320345222245e-05 0.000209095957295279 0.000511016381039248 0.390655697095946 -0.645271403295219 -0.972768077602649 -0.00637407734191118 -0.508002414646329 0.798642775005896 0.917201056857118 -0.645837964326672 -0.155260531402986 0.0846906394738781 -0.186256736318819 -0.845318332631827 0.286124967806467 -0.630774620494582 -1.03139457731918 -0.00375278425066667
"Rv0492A" -2.653181689019e-05 -0.000254241479202502 -0.000576474897656617 -0.00253596558017333 -0.0675804731556932 0.0278121231434458 -0.351399765427461 0.00326245394663817 0.297899848902886 -0.203121743884411 0.531273250118966 -0.345456455341391 0.251505272820331 0.0441072597023028 0.344683802389189 0.0711972285458057 -0.0287152388900342 0.103090183032137 -0.123400797199371 0.00929343024675066
"Rv0492c" -0.00014368831754052 0.000109568772105306 -0.000618559207969413 -6.33205857907873e-06 0.173447531410258 -0.39374880050898 -0.613822600163942 -0.00115121198424945 -0.635006852208089 0.385547382841569 0.510847971801934 -1.3680799794431 -0.317953437682477 -0.148515639954398 0.0795564755733923 -1.38370794649691 0.228783339345493 -0.407233336646427 -0.351439294143759 -0.000190214587436172
"Rv0493c" 6.32296120208163e-05 -0.000733835317178515 -1.92128788311472e-05 0.000571517906635367 0.201099119208371 0.0288736089542012 -0.146520244534719 -0.0179601460350363 0.21009779202139 0.232060652747663 0.308115841585016 0.330245504522945 0.409004655067012 0.551635728932087 0.155576047914694 -0.0235672372333701 0.139935289941706 0.2087882643147 -0.124031721404731 -0.00976300894997157
"Rv0494" 0.000200013965954018 4.45363666566673e-05 -0.000358067935835776 -0.000188888021108511 0.224582512689479 0.040580029070936 -0.310298775747964 0.00137198206206817 1.20842483383986 1.52514414359303 1.14503052983239 -0.609553675082454 1.34175577265405 1.55857567125644 0.972176969500029 -0.530268636680948 0.0944510578019908 0.0175174293622145 -0.149388191636331 0.00113541301833423
"Rv0495c" -0.000117171512778843 -0.000473459734390325 -1.49864878561519e-05 -0.000224733813108246 0.229603702229984 -0.418298145209374 -0.700205272259514 -0.01412667737999 0.219267120190759 0.152904108401806 0.201988937542731 -0.874096707639834 0.510952088064369 -0.141958358694623 -0.515192557196806 -0.939858693042312 0.244392868624262 -0.253594467110969 -0.665370708779839 -0.000830973763647523
"Rv0496" -4.35654276040402e-05 -0.000500829977181613 0.000139079805943628 0.00203735955216369 -0.203424306419278 0.0286822526642958 -0.137628826580792 -0.0104009520246273 -0.0584798234055867 -0.0478366213348248 0.166687082318245 -0.263305878448446 -0.267837003796188 0.0882332756526389 -0.0161381039834821 -0.541623676863224 -0.182896940592332 0.114805386939175 -0.172255684126406 -0.0148177505410686
"Rv0497" 2.29134910832152e-05 -8.93118337727848e-05 -0.00604263329068993 0.000115949339369748 -0.306991637184856 -0.241901826017398 0.0623251023486121 -0.0124208038575982 -0.218722739031563 -0.356211250152881 -0.585570643359698 -0.312649079044487 -0.564576801767657 -0.603002580720154 -0.214220251513071 -0.464808814118305 -0.288015853719442 -0.192864094542685 0.335167254548514 -0.0024746259866112
