"Iron_effect_in_EXP_G_D.lfcSE_shrunken" "Iron_effect_in_EXP_G.lfcSE_shrunken" "Iron_effect_in_EXP_G_L.lfcSE_shrunken" "Iron_effect_in_EXP_L.lfcSE_shrunken" "Iron_effect_in_STAT_G_D.lfcSE_shrunken" "Iron_effect_in_STAT_G.lfcSE_shrunken" "Iron_effect_in_STAT_G_L.lfcSE_shrunken" "Iron_effect_in_STAT_L.lfcSE_shrunken" "Phase_effects_with_Fe_G_D.lfcSE_shrunken" "Phase_effects_with_Fe_G.lfcSE_shrunken" "Phase_effects_with_Fe_G_L.lfcSE_shrunken" "Phase_effects_with_Fe_L.lfcSE_shrunken" "Phase_effects_without_Fe_G_D.lfcSE_shrunken" "Phase_effects_without_Fe_G.lfcSE_shrunken" "Phase_effects_without_Fe_G_L.lfcSE_shrunken" "Phase_effects_without_Fe_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_L.lfcSE_shrunken"
"Rv2475c" 0.00614057826664029 0.00618288402670088 0.00637706843607123 0.00706551926363987 0.124882190404646 0.189158725982922 0.151618925260639 0.0412755148717854 0.126020931178466 0.161261886094079 0.13481184937241 0.130477300978164 0.128192078583261 0.180873572230298 0.143525373007347 0.131262373572541 0.161720478816556 0.206886005761971 0.191371754780656 0.0206105310490523
"Rv2476c" 0.00613858825846987 0.00615283985108194 0.00534676174058968 0.00887097449877689 0.106302522692896 0.114627304448969 0.111914898412834 0.0595353532195804 0.105106816409001 0.11184586728773 0.110094013301702 0.110069242833706 0.109003123384249 0.114189231041047 0.111014477189422 0.11023077871207 0.14354488577317 0.156134270200054 0.156450225402492 0.017467338606179
"Rv2477c" 0.00614034429215533 0.00790483518421358 0.0057603040942391 0.00793180213913197 0.1166062464126 0.138880874361863 0.120749106789161 0.0361060207019793 0.121628719732198 0.128094642317625 0.122077597451283 0.123014243170165 0.122691801440208 0.135485505790129 0.122689814032248 0.123146798098282 0.156330989765797 0.177539563089978 0.16488686790305 0.0218475407017009
"Rv2478c" 0.00614601549254682 0.00752491623133932 0.0162576930110933 0.0146849515111535 0.233925009993322 0.395223667455717 0.244991218153467 0.0732845399736046 0.243673903632572 0.397308516863544 0.251093923117529 0.272844558510624 0.268762488206889 0.376616773663635 0.250745722167826 0.271250813239224 0.268675558494095 0.410343999602365 0.304547659319607 0.0475033291374631
"Rv2481c" 0.00614612555830308 0.00751375914804264 0.0134703735945857 0.0124716722070626 0.197012134553439 0.298338525626292 0.196818473600001 0.060871157488449 0.222272961235821 0.275381030435997 0.207569843463253 0.235257593583533 0.236690181181537 0.265621681435536 0.211363803383641 0.236945217592261 0.255315727488141 0.346650426035048 0.257363443838483 0.0400511947501902
"Rv2482c" 0.00614293910250576 0.00654758578947709 0.00635564985352012 0.0106228891011641 0.144030023979066 0.155632668612264 0.143924901565319 0.0437625782288677 0.147401607397782 0.151984242438261 0.148096812118616 0.14830176043574 0.148241859409822 0.150838222174012 0.1483048993838 0.148576260713662 0.194524640044356 0.209497335186647 0.197558590561942 0.0254133075221582
"Rv2483c" 0.0061423594388785 0.00636230682161195 0.00591434803768436 0.011120447543811 0.142920373411116 0.142655925449016 0.138993425675986 0.0421573301093151 0.139998644387121 0.143024046667781 0.140540727786737 0.140888208760855 0.140793965607422 0.143065362617807 0.14069522485341 0.141222008174603 0.201082172142502 0.196661422114119 0.193048924264572 0.033693029456256
"Rv2484c" 0.00614097730667342 0.00634161108559313 0.00562468221905073 0.00710648904395506 0.124666193607322 0.126618746578452 0.12594273792686 0.0363846741780565 0.126010507815949 0.127952073305766 0.126163268566227 0.126469405818787 0.126584991982437 0.128479587394632 0.126310753718161 0.126574730022924 0.173383203433547 0.174481604309262 0.17618597364572 0.0197062533441979
"Rv2485c" 0.00614682307252504 0.00945647941389411 0.0119314400829277 0.0158698348445877 0.319559330875796 0.296574634367244 0.258366509800227 0.0677711231977722 0.284428240158716 0.304986842127017 0.290584961696983 0.292068639267974 0.290663360248566 0.327866605205957 0.292413536557479 0.293386259542109 0.453126371282802 0.35783653813151 0.325749248929091 0.0498121411826632
"Rv2486" 0.0061404379399074 0.00613872831301867 0.0160689652992258 0.00763909682689995 0.115409983889569 0.153735967286569 0.114849679241437 0.0533351543160327 0.11861567159713 0.137169724499664 0.114799639812045 0.128999882331006 0.123615402740955 0.141295724624999 0.114710928979722 0.128380712801919 0.158970249892488 0.186504457993115 0.15733028199746 0.03524478325152
"Rv2487c" 0.00614726423672863 0.0117861993861791 0.0215855502312602 0.0652066905632548 0.286178053191985 0.468109927165699 0.306512538129515 0.0941700557295782 0.351422860964412 0.487923229246171 0.355463697217945 0.382247857567872 0.371949705479863 0.44721262637086 0.354672392854164 0.379911426647573 0.32331021098693 0.45405630200143 0.385786958626683 0.0865017245234167
"Rv2488c" 0.00613863292642521 0.00610269258123013 0.00536506397514304 0.00656140827218496 0.11077533372697 0.156167659872327 0.113033254630364 0.0396623495001663 0.106762982710148 0.133290440260571 0.112225245312331 0.118499225665111 0.113657765724671 0.139074833471115 0.112474730493837 0.118564884555891 0.147986622552149 0.188898076679359 0.150947392696367 0.0208496366433225
"Rv2489c" 0.00614731718043689 0.0116193621783727 0.0138347803380369 0.0197959202226972 0.272228424310003 0.409270630228833 0.335292327916663 0.132959423705341 0.340877809737226 0.396946968216786 0.339699118205351 0.377371324484521 0.365109199622753 0.384904577100319 0.33662459810264 0.368840911036677 0.319094384846036 0.521605717551526 0.440822540639099 0.107655235826346
"Rv2490a" 0.00614739799614399 0.0142164458449425 0.0162962441377787 0.0465386485122483 0.319718138485468 0.537516486358296 0.408017891894442 0.145915772848872 0.368631102995646 0.726778316468386 0.448268574019444 0.472164195760368 0.431300113341186 0.695159577185987 0.426365635857438 0.426905759698792 0.35694134480239 0.554054400312649 0.454028912476256 0.0836036825682483
"Rv2490c" 0.00614702044121565 0.00917230335586684 0.0167745100800667 0.180393401537358 0.271153116927828 0.349813354569395 0.280386555786186 0.0773833585449407 0.307926163114503 0.378701249711619 0.317626850326364 0.330673880974179 0.323628196904839 0.383797781108867 0.321186686906874 0.337361649969952 0.314227572550838 0.385259287663371 0.345693201153829 0.181889784715245
"Rv2491" 0.0061471508841378 0.00983045869516595 0.0136931258975078 0.0285211880385721 0.279097082895293 0.427902081982375 0.315467371821446 0.0844620130509152 0.327125126842245 0.466247757924662 0.361918578193984 0.370087209442986 0.355215608975226 0.47697890030267 0.365457765836735 0.369457636198357 0.321331023537822 0.444187759078319 0.378455533240492 0.0858881737131982
"Rv2492" 0.00614402002938616 0.00670042386072505 0.0080150202776079 0.0150436326304053 0.18077571681273 0.242898955068979 0.193538918297398 0.100550718426488 0.173959540939551 0.225274746651644 0.187971730604899 0.184161168934722 0.17220038479021 0.231748932440451 0.197971031751566 0.19157780977244 0.230580084029433 0.276479205579079 0.254490900153538 0.035742328173863
"Rv2493" 0.00614223743911549 0.00657561352238861 0.00703770880944749 0.00815591870603922 0.148973730018031 0.206502663006955 0.160913234695463 0.0536930076086052 0.144812529099413 0.176507406094833 0.152260313145735 0.171304910678938 0.154939531137346 0.184214682404465 0.161493935925289 0.1719875620668 0.185780084994403 0.230730735070659 0.205650326704009 0.0284610261331879
"Rv2494" 0.00613741964898606 0.00665079819129629 0.00726210895800725 0.00675559402395849 0.105030580453316 0.13584986786366 0.110166120395534 0.0380778387910574 0.10537002151829 0.121659842133491 0.106321328761951 0.108776880709303 0.103687320136824 0.124318964696596 0.109482793932341 0.109388730036341 0.13944677111617 0.162799250443974 0.151139623161134 0.0226009980149705
"Rv2495c" 0.00614195568106474 0.00681146607389264 0.00582180762567111 0.0288905289633018 0.132142720384582 0.135326811289166 0.138676404583931 0.062909482752928 0.135179922509033 0.138059730746602 0.136518848247723 0.136425011258592 0.136088351810544 0.138860094625449 0.137330146438269 0.1363419025266 0.176231471604912 0.186435058017061 0.194557136005621 0.124136488270656
"Rv2496c" 0.00614226541764206 0.00631181458873907 0.00589248579989904 0.00772445382916529 0.136832267903892 0.135652764078845 0.142038810506349 0.0603327956516238 0.138958163501974 0.141598894518741 0.140245993521896 0.140012479172272 0.139585106164894 0.14262120004886 0.14074687982338 0.14013413185571 0.186339288850779 0.175358718812561 0.200314363296494 0.0285958313598153
"Rv2497c" 0.00614236027586432 0.00632114214908202 0.00687692019179324 0.00776292995215515 0.139063174859848 0.135597005469178 0.143105984796657 0.0479902864012036 0.140173925194982 0.142087719602411 0.141584619055778 0.141138606765568 0.140695304644857 0.142495657359963 0.141716410346355 0.14122494999574 0.188815470773901 0.177546854432602 0.204171051994223 0.0260701770365958
"Rv2498c" 0.00613932881443739 0.00625152134192935 0.00604803239179491 0.00782896213347564 0.121224631904144 0.179640502852309 0.135302303997438 0.0559904710604043 0.11806975518274 0.13161593332263 0.116484731798252 0.118132310436954 0.119232489466677 0.16667919542189 0.133245688335681 0.117730506780567 0.161365778435856 0.21301261475114 0.178381849927556 0.0195208138342904
"Rv2499c" 0.00614307092791301 0.00706435299204475 0.00907036109639101 0.010592592926303 0.157518978838445 0.220046411497226 0.18181154719245 0.0436115618614857 0.154108620438419 0.16710878382833 0.154719975863548 0.152565213630702 0.15463599696572 0.206090945871343 0.179812183191322 0.153101130227461 0.208984662654322 0.270916136119261 0.237924279642411 0.0295819287675247
"Rv2500c" 0.00614024193299202 0.00650521302647724 0.00594862809521698 0.0122634298360074 0.121038863711969 0.154120801945848 0.133876131169209 0.061245292262943 0.122044012966245 0.129305414464993 0.122798419835973 0.122103346405797 0.122950551880705 0.146649585822505 0.132102389372067 0.121899901828202 0.160260436784185 0.196005760614407 0.182519276029692 0.0189012202210675
"Rv2501c" 0.00614143540476843 0.00658778426797856 0.00577070651724061 0.0141655329320774 0.131822446284397 0.162458893289519 0.138854153991352 0.0411729823234973 0.13223406336487 0.13680551889152 0.131226631559545 0.132877815730141 0.132971491881898 0.155322396747022 0.138284202906 0.132954553712121 0.17715560107441 0.213874643090552 0.191067332969867 0.040721235835754
"Rv2502c" 0.00614030397481825 0.00631785983256991 0.00564867442364555 0.008045601210811 0.123839901203202 0.176352032753702 0.140722294653664 0.0687306684323674 0.123260894245432 0.145152475291088 0.128838979549585 0.124738586838179 0.124960429564522 0.165880726176647 0.135266275270353 0.124453034081663 0.167321087713194 0.21138463064149 0.180705265991835 0.0485344264418863
"Rv2503c" 0.00613716554598257 0.00606349837912036 0.00546027911695966 0.0264211702514097 0.1055346966596 0.181815383380586 0.132981900797607 0.0697889460142934 0.0997758165042615 0.143763735520738 0.117568855183373 0.105784477624487 0.105722215004939 0.167164166303496 0.123017332425165 0.106206529940273 0.15019453227059 0.192701975089963 0.16173688645601 0.151144179712986
"Rv2504c" 0.0061359277079811 0.00603907495944751 0.00538565199606893 0.0166881256259817 0.0995541101339591 0.148587736451044 0.103896914564234 0.0794240827139625 0.0943790370742008 0.119122532414474 0.100396856480353 0.100211481855732 0.100044698414624 0.136232817189696 0.100955299542555 0.0990836494953047 0.136403273887898 0.165377055901984 0.136517762621951 0.0151210376424962
"Rv2505c" 0.00614170667276698 0.00629965086912992 0.00550993771438079 0.00722830041827606 0.128833961939952 0.205896004585908 0.128775658852147 0.137847667250188 0.129905328741336 0.174785910407202 0.126266672611137 0.135171050175149 0.138983146890921 0.194568330238275 0.123253075237096 0.132489893830872 0.170484878010215 0.221694974465709 0.168893270807801 0.0704182247339329
"Rv2506" 0.00614089738818534 0.0065120282374187 0.00567971835883371 0.00726633287515097 0.142000993576399 0.231922301142463 0.147809294110027 0.0621151193067483 0.132177810861372 0.192660369185735 0.140586121383534 0.169330902013476 0.145250949060772 0.22577593548257 0.142880318217903 0.166833086732338 0.174339217928692 0.247741044377738 0.185360440634449 0.0348028401198947
"Rv2507" 0.00612938666630933 0.0156520464209995 0.005130128787859 0.108582783121147 0.0794926754743903 0.118529369721489 0.081645210279358 0.0265552547545481 0.0801249801419474 0.100000511145488 0.0782876625568501 0.0803139614675421 0.0805584549231127 0.106441729346753 0.08045267023407 0.0807708003373468 0.107945594496427 0.144667354706113 0.111106950835389 0.0487753781896801
"Rv2508c" 0.00613045298397587 0.00598078422129774 0.00515234406243212 0.00591846063224685 0.0947554230712706 0.187619591728875 0.100009671348802 0.0372443934610325 0.0848068614402938 0.147785274739243 0.0922985282234549 0.0874923862958591 0.0933250013418137 0.168258588297825 0.0902146956240734 0.0873595596329138 0.121472788179671 0.191058569132807 0.12520866651735 0.0212677942620393
"Rv2509" 0.00613872261859348 0.00612984480008849 0.00556975221904796 0.0069212193739841 0.112120031021261 0.151678636829254 0.121854961397478 0.0368491461382016 0.11154520945321 0.131502035970418 0.116908527390628 0.117331849420723 0.114814666837541 0.144087334984366 0.119019220627189 0.117878872476088 0.148898095770724 0.177516061053424 0.159092154961866 0.0183103956396527
"Rv2510c" 0.00613194535766101 0.00617443419084195 0.00578114390838198 0.00569924290898293 0.10226889344839 0.19352612376914 0.104524549492769 0.0303482856864801 0.087959134898461 0.127992222740887 0.0961353371574824 0.0945741550878388 0.09958923629187 0.17326644321708 0.0955414950049328 0.0951591403560258 0.13155718525237 0.208730576080863 0.130338604902949 0.0144677450164786
"Rv2511" 0.00614361635349859 0.00655000637091994 0.00679562472284818 0.00872066884197943 0.149251231693175 0.210734730029877 0.147474014773118 0.0795517655986751 0.155191987962351 0.187280156943925 0.151787788737563 0.163530019227614 0.161239022398452 0.182927480356238 0.152427516958531 0.166431212353515 0.195928071686577 0.253757774530126 0.197395455023744 0.0378679599049907
"Rv2512a" 0.00614502160237821 0.00693314324526995 0.00769486098967333 0.0106919067450559 0.17641041563469 0.217094066038704 0.19650220016273 0.162011290981165 0.188406583037623 0.21304277719225 0.199224844945217 0.191607317898512 0.191466263743543 0.229958937521376 0.205166637654505 0.193339870346822 0.232521628545501 0.254025648893329 0.252650279025346 0.0747338847544103
"Rv2512c" 0.00614528393926812 0.00702099701395893 0.00852345607609283 0.0338456825064574 0.212306366910593 0.1948107446924 0.201925934669011 0.0564990596494421 0.201432738155252 0.204307290576576 0.201973758094598 0.207011975283301 0.199414335044581 0.204602983698826 0.200586947407937 0.206233652984489 0.279786597934261 0.253702132630235 0.268730677802467 0.0519066037728976
"Rv2513" 0.00614222568657813 0.00873923391744259 0.00807831617099284 0.0126872660340058 0.13300738269467 0.177492938187535 0.141711708757812 0.0660169405345087 0.138272519080416 0.15010086283026 0.143277330645945 0.140480049813222 0.14023223143623 0.166284755516227 0.14309659034423 0.140750383940475 0.179538676135911 0.224428181442655 0.189542428897213 0.0692316322169246
"Rv2514c" 0.0061409236986062 0.00700111009545941 0.00613063617058888 0.0077882378199714 0.126459784670813 0.233205377014751 0.145043086062241 0.0631396937455263 0.126492623259067 0.159691447565465 0.139522706097254 0.138788314719803 0.128491611443269 0.207935318540311 0.13945713740622 0.141186763045736 0.168843830878136 0.267294214200459 0.184129375058081 0.0405042582259778
"Rv2515c" 0.00614387432733314 0.00660082457406184 0.00671468338277144 0.00989682240328225 0.160852598341472 0.189193319564884 0.164251463022257 0.0538077962884003 0.1600907080744 0.186678215237946 0.17098793356378 0.183285806518402 0.165041672625953 0.194953750857832 0.171635193103915 0.184227786555882 0.21416255212108 0.223812966285551 0.217215643797234 0.0326678285334766
"Rv2516c" 0.00614373605249907 0.00685029049656725 0.00963378354906285 0.0140172242301578 0.155443177583219 0.155340155139753 0.153099347984522 0.0485986979718908 0.160086944221712 0.164331923604007 0.1628431844265 0.162344244922718 0.160979585264813 0.164787048057256 0.162710448257905 0.162264383459074 0.211801857603994 0.197936026680512 0.212065090781106 0.0435380559879525
"Rv2517c" 0.0061445800534771 0.00672811347703273 0.00772251440965452 0.026406777199348 0.161784762597543 0.180987003866685 0.165453614741785 0.070208934796625 0.173872453975622 0.184864380507359 0.18634962030918 0.186503924773105 0.17510672407681 0.183500967891087 0.189143567062283 0.183368906821648 0.22053728262514 0.246429913793432 0.235072102164053 0.0323970386845833
"Rv2518c" 0.00614277466678634 0.0112848700817111 0.00605973628443299 0.00800622613527392 0.134974339210968 0.154248238288148 0.145371151243522 0.0865428526129869 0.144946361288809 0.153342173905013 0.14387468601647 0.148119469027587 0.145626820266728 0.157577184468272 0.145166414597863 0.149290086662309 0.180564119534082 0.205867465014158 0.198999736933467 0.0399128963183232
"Rv2519" 0.00613327947302588 0.00603070093133556 0.00578766564104555 0.00582073101350494 0.0867719033435903 0.109363945474751 0.0896365037732842 0.0307257279289172 0.087439888406352 0.0954598039904822 0.0878069045279255 0.0889205076847776 0.0887335680282202 0.103934967123805 0.0890190328510894 0.0891342516590952 0.119287288927403 0.138991468897243 0.123085327138555 0.0156687838788663
"Rv2520c" 0.00614582329189614 0.00739776153636801 0.00809993282535553 0.0117385891631776 0.197450635641681 0.284286336753432 0.207641699626417 0.0626159716274598 0.217091036095738 0.24826128232086 0.215532667621117 0.220148655357279 0.220536218464813 0.28195345878944 0.216093809325278 0.22124898052757 0.259465350891355 0.318152844671193 0.27055547232969 0.0400922774868496
"Rv2521" 0.00614383857815474 0.00655398102925097 0.00634489717296662 0.00912375480401859 0.151334990439865 0.21575015951381 0.174985807133984 0.106932239647862 0.161074383835333 0.170557603949858 0.161489042658116 0.165525736761577 0.163757190608812 0.203170243362996 0.168894144092647 0.167706116466908 0.197401769120003 0.275079711460147 0.243565963545517 0.0469375969892182
"Rv2522c" 0.00613726520772008 0.0066214300287689 0.00665564922490986 0.00619000896310079 0.106683383916684 0.196572619298067 0.118177351880044 0.107112253119111 0.10580439664724 0.131760680602709 0.103659658014896 0.110201786458095 0.108890324527841 0.177275046306875 0.11335884647099 0.112762889236805 0.140531102101235 0.214701226225336 0.156147890235229 0.0524712693951314
"Rv2523c" 0.00614318682019175 0.00657183244599249 0.00619010891203687 0.0188006482344035 0.145317498582492 0.241004225471159 0.162208742441391 0.134535412642088 0.146604510141452 0.195184602459844 0.158135227395224 0.153126031763606 0.154190378117067 0.233362357409069 0.161751013620212 0.15323767568729 0.192270696995176 0.264365296837635 0.208009101407575 0.21690116133021
"Rv2524c" 0.00614593346808317 0.00869750977685519 0.00902961008698397 0.0159859793103733 0.198427298739404 0.224085659477106 0.214700986491022 0.108347971351627 0.216673711783878 0.227198187413727 0.226664892832135 0.224790189657864 0.225650867716641 0.226724798644173 0.227768932353655 0.224684339920061 0.256986127826995 0.293337061791931 0.287903467945012 0.0455804618301857
"Rv2525c" 0.00614022382578871 0.0068724616798365 0.0059005847538786 0.00943736744646982 0.126954438312504 0.182432077619097 0.140175311677862 0.104298244770372 0.120971314371707 0.158757961131765 0.134071538443696 0.126560788147632 0.125621325835687 0.158340808241242 0.12934951385625 0.128403967468365 0.169079392365653 0.212202065098291 0.182476675540637 0.0995957853305263
"Rv2526" 0.00614690208723204 0.00884965762136521 0.0998867100498952 0.0176750548844555 0.353784396640998 0.296353639688184 0.278278031154039 0.648902883747689 0.287056349428683 0.325096902281477 0.293768190755046 0.454423190653483 0.341716758874459 0.334912008603335 0.307829301088692 0.966909714171022 0.373483525655694 0.334271744979598 0.333013858719418 0.700161160388206
"Rv2527" 0.00614481991147329 0.00672439869292806 0.00697873593360113 0.0099709428622515 0.165225972531962 0.196074038366734 0.181205441363598 0.0577374370633951 0.18135044874618 0.196056673701508 0.183978295804162 0.190722953364447 0.183800114622335 0.205267777573216 0.188186549477835 0.192491160575085 0.216345527464757 0.231803387053239 0.236014665960387 0.032718389517094
"Rv2528c" 0.00614498110195415 0.00751930627555637 0.00727927828144885 0.0107206149248137 0.170022080374094 0.194119503203656 0.180403467957659 0.112083060383929 0.186043735932362 0.198492158550872 0.18542092915508 0.19092779756236 0.188329801107448 0.20576719401561 0.188350367401897 0.193613138272811 0.221939997202923 0.239451400573993 0.239643895701804 0.0830226129269866
"Rv2529" 0.00614427175106364 0.00685134048352175 0.0152865296304146 0.0137675345047925 0.193262648582633 0.327063214225341 0.207096511743928 0.070126781274557 0.182623275444438 0.314757622974748 0.19209636761253 0.228293400635186 0.20480683085195 0.343060465313672 0.203351690075165 0.225154344464459 0.227488527684468 0.331137569235046 0.244751202554863 0.0381002977035664
"Rv2530A" 0.00614417131269215 0.0110810815570335 0.00679297873426428 0.0101113090012389 0.177432287498226 0.290981201148471 0.216984865467041 0.0558943677382117 0.176404602955273 0.268313370226745 0.202650292192979 0.180304535785239 0.190301475624197 0.295983672035183 0.212316866770673 0.182740171685216 0.215664616763942 0.299492372599087 0.255691870584419 0.0300560442736542
"Rv2530c" 0.00613980988039005 0.00621432231995511 0.00822089078508077 0.0102809565473577 0.134965636582099 0.340983929753568 0.170384379361586 0.0582485384795539 0.125314094757567 0.289505290108337 0.145581679113007 0.143964943952988 0.136279524012033 0.254152826398186 0.157113442835681 0.147941119710552 0.167908630954732 0.346905412180508 0.203144592791277 0.0486484396046401
"Rv2531c" 0.00613998906359541 0.00621269656034006 0.00598960156254608 0.0072631484946271 0.114675930189289 0.129693359013147 0.118834508723057 0.0358358557145497 0.118213830688726 0.126050136774311 0.119415254797415 0.119256056986844 0.120695858715554 0.128043734902959 0.119748563693145 0.119333003744449 0.153777789459164 0.162868738180244 0.161627222638514 0.0211816782575476
"Rv2532c" 0.00614110565621971 0.00643584820798609 0.00587804504186479 0.0185111399894724 0.124774509712465 0.166800671278088 0.128043432019929 0.0414025777189226 0.126848084736651 0.152673929249138 0.128416736120343 0.130900779174618 0.131655250099799 0.161134827693743 0.127359520169595 0.131421775944462 0.165770129557366 0.19780797519607 0.174806142059191 0.0477895143792183
"Rv2533c" 0.00614071690039044 0.00645660928473523 0.00585836320273643 0.00740700782661922 0.121953252078449 0.145381740726115 0.124968143409946 0.044232700313753 0.124345890121972 0.137360310354054 0.122066009260827 0.126544581521657 0.123043385191563 0.14323472496712 0.123823533955413 0.126994505473947 0.163804790870474 0.172612598657371 0.173351775783009 0.0263284862930552
"Rv2534c" 0.00613745063167391 0.00657931621665731 0.00528096967782978 0.00907546017726503 0.101220764239163 0.120831656348194 0.104497294747113 0.0314747263929919 0.103211633633567 0.111733561150819 0.105174542309112 0.104243548775289 0.104530598778352 0.117380868654288 0.103634665512798 0.104520362106842 0.137806194811139 0.153841023725611 0.144099500978506 0.0188065206115925
"Rv2535c" 0.00613368985728986 0.00600786737181533 0.00726925771201541 0.00838779697389164 0.0888022761122353 0.107009123611824 0.0887666321689219 0.042421861086408 0.0904862112917129 0.0986217008054192 0.0891223715034296 0.0911404648080382 0.0912227848607901 0.10034475494076 0.0890343908688625 0.0914571464400943 0.120629078325576 0.137874492953043 0.123106283352542 0.0392041205096655
"Rv2536" 0.00613278277110848 0.00618168132501546 0.00505964903431045 0.00587355091743512 0.0888163451609423 0.111623661238586 0.0903345599006511 0.0279818941218188 0.0881056560791422 0.0997165646690275 0.0889562379675916 0.0903176258635332 0.090437401875751 0.102164312980733 0.0875310405601125 0.0904869517267934 0.119165372769238 0.137621499316802 0.123092971526341 0.014892689566813
"Rv2537c" 0.00614028351254035 0.00635021309277413 0.00628764838864325 0.00720022221218635 0.123730549994118 0.163818089408786 0.125338526681808 0.0429004771236348 0.12251668937145 0.14485000232901 0.126375724337625 0.132399955166242 0.127360135530846 0.153206209900249 0.125720875546023 0.13342729310329 0.161391164739784 0.186024119415889 0.166827909662124 0.0209211088638424
"Rv2538c" 0.00614513732144271 0.00739191013002222 0.0115442581725851 0.0176033245302923 0.179850891634465 0.197837509058553 0.184013123306591 0.0593424479348471 0.193519081541498 0.204718928349042 0.192679566333913 0.198256834516884 0.196190560363437 0.203816074985406 0.194731184700498 0.198913494752785 0.22896116214201 0.249902746219548 0.242898531696812 0.0351373663098915
"Rv2539c" 0.0061464867091179 0.00879601163266823 0.0168157571169981 0.015413524214068 0.231490005809798 0.245689168516279 0.234819818893727 0.0773105114419882 0.257790911673463 0.263378283063798 0.257182778504787 0.270764604492637 0.264023055667986 0.275430926489731 0.259937837894252 0.27440984008521 0.283196885303356 0.305081927764267 0.303464033168331 0.048175378741796
"Rv2540c" 0.00614735794644702 0.0118106455532007 0.0211175982874118 0.0208175619600826 0.281503467907337 0.299452678091071 0.305358318152366 0.0803523601707045 0.362588308930955 0.361219413622306 0.361704243019307 0.378441006744766 0.369118013166761 0.376671775272294 0.366547484965848 0.383708909286566 0.324939189871187 0.367305045519691 0.382958006690007 0.0686094173857229
"Rv2542" 0.0061309953527762 0.00603289719443183 0.00504589529094829 0.0056347647261806 0.0825665474792713 0.0963820498300979 0.0833049281838684 0.0299549040479083 0.0836768122418 0.0896011212257432 0.0826987277825091 0.0842763761225732 0.0836664038686843 0.0938896841837681 0.0817247990148043 0.0842888169193889 0.112615867237975 0.12257722633543 0.11511185632574 0.0142585899794627
"Rv2543" 0.0061424639634224 0.00665435064411794 0.0103082400454003 0.0112240615966305 0.134513613130074 0.142304510224818 0.138931270626273 0.0438705998861003 0.143485980918537 0.14543763100822 0.142941062750371 0.142434177601585 0.144061757346472 0.146286804438075 0.142719501062092 0.142397690337792 0.177691348411929 0.180519327260882 0.187329296803896 0.0244506243815503
"Rv2544" 0.00614540865918046 0.00770285957923658 0.0088589620269855 0.0108796084360967 0.240868005484425 0.414719595276272 0.290723732619312 0.0824595926602655 0.223660432401575 0.452480564545772 0.275151571716942 0.311686162603632 0.268885396248865 0.517699848378583 0.24899127372643 0.320545001571172 0.269719683939262 0.413030280352202 0.318070461967085 0.0552951950117326
"Rv2546" 0.00614675217256235 0.0154392469258234 0.0129588202178388 0.0258134167328339 0.255423383802079 0.496419635917522 0.275240042209407 0.0986251940227011 0.277343844898759 0.510585545151201 0.3047567955561 0.355998487338985 0.3090888741051 0.44324409099517 0.303175879764546 0.383639744416871 0.293631573879168 0.454258533286069 0.352503664221588 0.066991504378805
"Rv2547" 0.0061441425470002 0.00666499028971544 0.00758098848649549 0.0197012486123138 0.182354518507981 0.25503582566819 0.186945277011612 0.122517996899601 0.178969409768843 0.235058559972062 0.185315466342132 0.200316664254047 0.182813610839529 0.242207521929106 0.178671809652437 0.213678270883728 0.219444575878382 0.28357380861508 0.249974293391615 0.18783454920647
"Rv2548" 0.00614075742276136 0.00711413887360975 0.00660722467154866 0.00726123315928977 0.124818243871822 0.155046521688523 0.121204105656902 0.0416627110376559 0.126973262984937 0.146199553439234 0.12678083844499 0.134834636669159 0.130899617022826 0.151051436948475 0.125115692698725 0.13505245710762 0.163502305215736 0.181010804024292 0.168470721024311 0.021351914161826
"Rv2548A" 0.00614001688675123 0.00754664776293524 0.00569283746909382 0.00731845855489935 0.115753004623012 0.133106637201917 0.112227835000108 0.0379873275380466 0.117105870255437 0.126497855672039 0.116451553438426 0.121782927290502 0.12205980130487 0.128149638615503 0.11665455428872 0.122226172800593 0.154433268774256 0.16165212348725 0.156365808042412 0.0223604454114916
"Rv2549c" 0.00614197306099687 0.00625634431978278 0.00668581164331167 0.00844979019911718 0.148344436312551 0.286082762671338 0.155510423519424 0.0718103297954641 0.143629058912384 0.247716290735011 0.143821785958568 0.173836714266074 0.15135546055138 0.242420029503169 0.148744562034606 0.169527147756931 0.184399268302225 0.300433471711655 0.193421895194286 0.0522428107289023
"Rv2550c" 0.00614436367947527 0.00676146143269205 0.00700411112082957 0.00985355648335161 0.206341600421545 0.329002888312101 0.208011163391549 0.179759031266646 0.198529764684264 0.289592086578898 0.202276434458163 0.206628348719363 0.217687329541186 0.362869555126587 0.208997636088871 0.227977758198843 0.234650312837317 0.339208631149128 0.252893966151783 0.101602310593919
