"C1_Fe_YES_3" "C1_Fe_NO_3" "C1_Fe_YES_4" "C1_Fe_NO_4" "C2_Fe_YES_3" "C2_Fe_YES_4" "C2_Fe_NO_3" "C2_Fe_NO_4" "C5_Fe_YES_1" "C5_Fe_YES_2" "C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_YES_1" "C6_Fe_YES_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C7_Fe_YES_1" "C7_Fe_YES_2" "C7_Fe_NO_1" "C7_Fe_NO_2" "C8_Fe_YES_3" "C8_Fe_YES_4" "C8_Fe_NO_3" "C8_Fe_NO_4" "C11_Fe_NO_3" "C11_Fe_NO_4" "C11_Fe_YES_3" "C11_Fe_YES_4" "C12_Fe_YES_1" "C12_Fe_YES_2" "C12_Fe_NO_1" "C12_Fe_NO_2"
"Rv0567" 740.000891931199 786.001814178638 976.001472191321 1030.00146425121 2140.99843481854 2136.00228344159 902.000795349994 757.000568780903 2536.99754274113 1959.00045422845 2073.00111329765 2337.99849663332 226.000150537582 225.00037080232 110.000156311847 80.0002565573056 3599.0027062913 4063.99868630595 3246.99649995305 4000.99402093846 1125.99838621699 708.000932772765 488.001128820713 555.999419438925 940.998671044489 1027.00216037989 883.99815955036 976.999915617539 769.000259831418 781.99901200241 692.999758977736 825.001817156306
"Rv0568" 7661.99015028202 8096.99323372091 7694.97915600015 7032.96446874115 4546.99718116168 5896.99090650889 2862.99612904818 2924.99145009266 7594.99894284531 6180.98668916575 5938.01438807578 8563.98916404084 730.00279650058 999.995858739891 581.999034802599 495.000053127017 10976.9876431419 10311.978819303 10101.0237931957 9257.01716775512 4702.99746964171 2486.98967772343 2669.00126782617 3665.01663582519 9430.00505512392 7756.01043686189 9318.02390652177 9346.01496997683 1572.00831010584 1511.99969485265 1264.99921649683 1604.00402036877
"Rv0569" 1199.00254779843 1530.00223468491 1294.00047082797 1352.99934733868 8339.00624696708 8037.01307109188 11046.0129693306 8064.98981742036 2093.99603518118 1866.0009000936 2141.0007462248 2703.99915428453 4324.00104103583 6105.99463273724 8474.96023470049 4358.01270417945 1250.00201276717 1363.0006891652 1422.99989531178 1406.00008752123 5597.02401018803 4108.00893190247 5104.00513714339 6751.00924720443 1292.99851781405 1191.00127500058 1252.00065521312 1218.99904253442 2111.00091618851 1000.99403913776 2590.99759914202 1340.00314636442
"Rv0570" 2617.00164023879 3019.0028223994 2550.00018512839 2448.00079627263 14984.9770917317 17493.9411015812 17399.9847308832 14046.0240582642 3193.99981654869 2546.99947945154 3254.00104341988 4283.9974980644 13595.0301001342 17837.9971307368 18266.0480761205 12097.0113773198 2323.99388230715 2451.99611773575 2511.00119202129 2166.99982829962 15488.0108568081 13251.9607187842 19836.0243908557 26211.10235521 2498.99976506317 2219.99767895983 2397.00300851129 2392.00262592586 3308.00293388682 1644.99786365046 4145.99431051408 2633.99544689405
"Rv0571c" 797.998626439275 990.998805112318 812.000413082481 871.998077257588 4336.99462404004 5131.99044036346 4316.99899337798 4227.98943925727 1278.00348368162 927.000589504907 1299.99998025219 1347.99911291594 3121.00800662467 3773.98705429551 2234.99612453869 1633.0011035057 1211.99511718506 1284.00060931414 1086.00294355071 1023.00094065495 6243.00010612776 4972.98078574352 4112.99791255806 4970.01655146929 797.000400708461 850.000870411672 756.000158818518 883.999036589897 2286.00684206257 1838.00356375637 1854.99711223133 2153.99746230321
"Rv0572c" 78.000440754105 68.0001774644175 74.0002397567979 91.0001925359868 3098.997261289 3028.00291711076 3715.99416003459 3544.99700517299 707.996891710691 465.000895073752 698.999568288611 690.99852426149 3056.99752412648 3323.99562314927 1905.00819181778 1187.00172709185 398.999917956583 583.000700534626 331.000543562954 402.999671577388 2027.99687861191 2180.00149733773 1753.0082067474 2110.00946011629 104.99982073315 105.000233457402 111.000033644449 109.000507266758 1532.00207292843 902.996754105339 1734.99569313817 1272.00404226224
"Rv0573c" 269.999572820519 288.999884204323 238.999476531828 265.999268129891 832.997049945956 993.997311631971 952.996028537185 883.999948067009 410.000974689389 274.999836085504 412.000184958175 464.000081819139 359.001311720422 389.99881636319 380.998823024828 217.000371011315 428.999203515382 485.999923239104 394.000354532545 389.999602383584 1049.00181293604 730.996790794569 667.999932963673 905.005759744786 294.000603413599 298.999370935097 296.000206274773 300.0001408646 712.001586624677 484.999977603292 718.999790727512 759.000189776226
"Rv0574c" 316.000236749281 395.999188762545 264.000237636404 331.000330773084 2169.99797726351 2559.00176469761 2500.00337949697 2223.00220243366 633.999114952284 473.998991716727 612.998827517925 741.001939805132 1619.00172515644 2047.00515287363 1320.99979450551 1099.99778803868 502.998764817834 590.999134454685 488.999382235965 429.000354141905 2618.00177221251 1609.00114606598 2092.00700153872 2428.00014322277 329.999702192592 393.00045582684 378.999619023668 389.9999773663 946.000446200521 764.998797445334 1222.00120510679 939.996608752419
"Rv0575c" 518.000383977493 612.999497956955 260.00034775915 392.000413882807 1411.00262154578 1552.00025400817 1674.00276471553 1545.00069213696 1205.99649727739 920.000043854757 1249.99877515593 1265.00122866865 502.000068063637 567.000749706904 1091.00114981115 776.000156864964 645.999194256264 852.000650025102 709.998998023164 806.999058405221 1233.00286640193 1074.99529625376 1100.99866467072 1430.00632203866 637.00181840192 680.998587069 659.998120970181 588.998725728263 419.000193770634 250.999440778044 241.999891736149 259.000552541497
"Rv0576" 2741.99508246356 2777.99629795966 2559.9934751004 2297.99569285528 2583.99561337203 3293.99456178142 2435.99596913069 2473.99280309049 3479.00881862951 3190.9984518917 2862.00151144253 4319.99770929808 770.002449438178 960.999005413229 558.998690240946 759.999969750798 5341.98179503712 4682.99967952096 4615.00714491281 4237.99346780273 2665.99784388772 1637.99186771038 2651.99889561485 2777.01100796707 3780.00710031917 3252.99449038361 3714.00492146641 3651.99980640054 1036.00149313625 1011.99930167224 733.999468612618 1034.00051715291
"Rv0577" 3272.01034906509 3357.01288615461 2957.99282530787 2924.01257679674 3032.00072957869 3305.01079110733 3021.00188624536 2876.00310982123 3775.98011640348 3898.0022316802 3086.00073279084 4931.01168692556 594.002431089513 982.001677639518 406.999873397857 664.002032556132 5441.0021524386 4938.01207295204 4989.98063118976 4949.00725001315 2025.99884029878 1416.99739171513 1713.00512775422 1686.99827046318 4257.01125915032 3370.00975418819 3928.98928004432 4050.00555866694 1898.99746208762 1849.99871880198 1600.00041767355 2053.00146444082
"Rv0578c" 12418.0055549489 13614.0080208661 9709.00112382842 8349.00574109476 4201.99549109886 5577.00846567987 2116.99923374296 2431.99565499984 8102.00534160798 9766.99771444121 5972.00634717124 14248.9960701628 755.001010437554 1236.99875584947 511.000294709433 616.999097477999 13516.0030632099 11635.9941774637 11650.003081406 8057.99651462958 4485.00146997461 2480.99571951957 1916.0028678926 2500.00201529663 19541.9985194839 17821.9952643108 13914.0036343104 9970.99861328609 2846.00164998674 2566.99787411885 2279.00127412803 2827.00415612272
"Rv0579" 1734.00049238674 1812.00155526186 1568.0018152223 1697.00150264122 2231.00162393063 2677.00289620826 1922.00200879079 1828.00282935592 2280.99562031307 1723.00023696562 2301.99967661157 2577.00119621307 378.00022679137 371.000485751765 417.000154584257 306.000529651263 1904.00018070887 1807.00198064608 2092.99698816759 1981.00044319374 1727.00002563016 1003.00133351127 1268.00261546616 1381.00091042198 2254.99716875624 2344.00307282073 2477.99630983982 2546.98972202795 1595.99967520554 1455.99914548605 1429.00104242224 1692.0018073351
"Rv0580c" 696.001574004555 709.999683472115 581.000733101453 661.001354874376 1283.00101099847 1374.00141445424 937.001295160338 1006.00275892023 1876.99921459199 1252.99806747574 1816.99774455934 1833.00010197701 213.00027270508 212.999789439192 142.000166395912 112.00008622732 1326.00252138965 1306.99810133804 1301.99814260876 1130.00195808113 830.999820227179 608.001259480081 613.00060345581 682.999136196384 1112.99808952697 1134.00084722792 1069.99845304752 1110.99958788364 1159.99901142231 920.997695732285 1074.99854994981 1103.0009277616
"Rv0581" 109.000052152435 117.000196761884 136.000260831965 151.000209141137 93.999940440567 124.00005168344 59.9999694313587 53.0001543663437 408.000822142976 182.999899555809 337.999948971283 330.99897658257 27.0000272865727 25.0000234377643 28.9999841517463 19.0000296865394 227.000164577393 365.000703977498 132.999774077167 218.999242214447 133.999843722781 59.0001132035036 38.0000521470982 50.0000142614839 97.9997975660378 125.000099812701 93.9999269916967 68.9998393567782 12.0000091551027 24.9999683368829 21.0000025164307 18.0000324734095
"Rv0582" 300.000450896354 349.000915058825 333.000287357904 358.000180049271 396.000179232555 407.000260011019 250.99958985834 202.999857982636 578.999051388378 401.999089215101 522.999101587166 573.001513348779 43.0001320172965 54.9999113707818 56.9998969824125 37.0000939744494 676.00079204438 923.997719922228 632.99957439076 882.99785721966 314.999408243758 215.999021782616 123.000344224976 120.000016662918 396.999220028885 488.999983472896 448.000271264877 428.998853067714 93.0000870846461 127.99994391059 86.9998715739604 146.999942996726
"Rv0583c" 704.999799328784 821.001075396379 740.000793604485 797.001380636545 1024.99790040131 1164.00291351853 455.001753893389 431.001749552304 2321.99743554662 1483.99879067209 2144.00051785916 2170.0024558415 131.000119255864 146.000280277782 90.9997798244232 88.0000720532027 2008.00160493085 2380.0084226084 1999.99816481338 2039.99895165462 640.000195441025 356.999691881766 413.002241253004 392.000880610991 1494.99893344736 1598.00110537486 1417.99710955186 1355.0010909545 602.99933902575 615.00140222287 624.998225628309 725.002103717431
"Rv0584" 1619.99745539121 1765.00061326859 1515.99580071077 1495.9975284507 1175.99899230619 1447.00359790597 525.000364622993 497.000029375793 1630.00581766213 1335.00297796909 1533.00272320204 1956.99483415455 150.000291871506 135.99975646453 56.9999984499107 74.0000024357382 1960.00163402494 1662.00540329727 2066.00416453373 1746.00337354886 663.999798581767 360.999700625171 313.999598661161 393.001351717425 1766.99844336753 1820.00057752482 1673.00178362896 1868.99605922129 599.001081571143 581.998380085675 593.999247509823 644.999641917455
"Rv0585c" 1013.00019365131 1287.00247326057 1199.99792297993 1179.99986890547 1020.99912955724 1039.99929291036 503.999925154569 484.000216335646 1736.00082833089 1226.99990937234 1464.99514620113 1711.995396215 79.0001449143022 96.9999092083736 53.9999581459498 39.000101482283 1960.00261367996 2019.00002753139 1825.00004180537 1768.00262563112 502.000146033278 250.99953311804 224.000647305687 224.00080833595 1498.9966394275 1621.99858384566 1575.99803769845 1680.00292338778 552.999624395838 540.998859807095 582.999153880854 594.000411048392
"Rv0586" 2923.00218702678 3370.01033500933 4432.00133642099 4280.00803351812 5257.99009233126 6947.02287070644 3781.0176110291 3713.00129704553 2073.99586216469 1529.001970781 1780.99917645575 2135.00290946535 1410.99912004588 1326.00115125307 676.998761549943 934.001293033422 2305.00160862828 2453.0016307851 2651.00092824938 2319.9987372667 17634.0064202118 9302.98897374437 7903.03209149185 10193.0015757995 2706.00487561674 2872.00653244805 2604.00102613502 2932.99151320795 1348.00217961098 1174.99622960537 1135.99880761487 1501.00296328496
"Rv0587" 4117.00800497522 5188.01008599586 5773.99337172531 5364.99890854216 4090.00341615847 4527.99488218085 3122.00347766324 2917.00168265244 3712.00013593461 2677.0086321257 3314.00939301546 3927.01274339942 656.999939691152 640.003111829145 339.00034879052 461.00069998427 3835.99707511209 3401.01229881724 3710.98560273725 3187.01344462678 9798.97919287509 5046.01783351706 4586.00857107234 5740.99921015562 4212.00826811236 4271.01191339096 4291.99440530585 4577.00298465466 1302.00203751871 980.99834679777 1063.99710456843 1477.0019628649
"Rv0588" 3408.99997031431 4353.99130633702 4633.00198180873 4631.01928638027 2759.00131583346 3018.00503705089 2092.00309303456 2029.00303644451 3195.99382983752 2240.00103138369 2927.99817852978 3374.99889081392 393.000004359198 387.000530137416 221.999964520831 320.000310694539 3270.98914476181 3172.00241696169 3326.99730002184 3060.00211901703 6061.99218888664 2980.99948004063 2778.00467167496 3409.99876833482 4031.01180136406 4012.99391868292 3598.00691226011 3706.00534738504 865.998639910336 716.001830331706 843.997081735565 1044.00215150056
"Rv0589" 4391.98182805258 6183.98122270158 7126.98345154183 7184.98359784589 3750.99897330356 3823.99322329144 2810.00078992779 2408.99308406713 4595.00958288992 3505.00184990375 4299.99897163217 4533.99769426346 399.001712150555 380.998395824854 236.999368261474 279.000423449911 4372.99129740518 3987.00120212299 4367.00929838005 4028.99459341838 4051.99975337197 2326.9858653802 2279.0006478631 2520.01075418566 4469.00950709795 4716.00522804341 4301.00733873005 4808.99626994193 1129.99757261221 1073.00215544685 1127.99515711354 1481.0026464812
"Rv0591" 880.000671890256 1107.99828871705 1290.99648606527 1232.99903993832 359.999837564221 443.999707070636 293.000009563241 295.999334641576 582.000884954293 462.000035923411 579.997395549008 630.999953204956 55.0001618677185 51.9998653344254 22.9998966509265 25.0000098730037 588.996923892511 597.000280522677 642.998470935764 585.998833503239 280.999796249867 166.998892554381 178.999660405735 149.000568463221 762.003654949125 703.999570066795 678.999615451534 747.001164120919 138.99978166303 123.999455783855 98.9999251988674 164.000197854397
"Rv0592" 581.998762267854 721.99844176185 824.996876103913 753.99992177965 339.000020779595 353.999769251135 186.999869236817 142.999886630953 580.001308058932 433.000276028012 569.000082383011 566.000024717544 39.0001423901934 40.9999307470925 27.9999609202427 13.0000504503254 511.99952443598 489.000047325207 548.000626900263 499.999650624025 218.999625661894 99.9998417647213 120.000009111877 125.000479476162 560.000891242384 517.999220912467 529.00081938364 603.001496933779 122.000155462916 102.999892950178 87.0000038753489 135.000377123369
"Rv0593" 639.000679932408 729.999761036279 915.996333306867 833.997973186271 571.001391021024 588.000880329222 271.999958980478 322.999007584441 626.000134217793 461.998422058648 510.999394459112 532.001433700589 57.0001932391475 43.9998309507573 45.9998509086233 39.9999738935972 571.997740950459 528.000322122621 642.001406361506 528.999959535285 435.999607499821 257.998596005239 227.000168862275 294.001059113576 631.000981882789 579.000448039352 640.999744244883 677.00153798246 162.000110815932 190.000044497999 146.999749619598 217.000511126044
"Rv0594" 1130.9991061135 1380.99867451562 1375.99770440928 1393.9974671095 737.00180229167 878.999137697429 451.000237186409 410.999625130435 1277.00020239321 940.002418457235 1172.99923748414 1206.99852685552 115.000315370485 103.99968614698 100.99987139419 89.0000933307219 1294.99944143045 1177.00186231077 1385.00378146887 1187.99894039019 580.999987139726 335.999233856629 520.999985690974 645.002031657188 1106.00441255121 1218.99520696543 1308.9988081169 1345.99951873746 217.000172276707 268.999266189288 206.999390547683 301.000879831897
"Rv0595c" 357.999681215956 452.999397798212 387.999912032524 402.999878502652 252.000715718413 322.999642498012 146.000531805264 202.000391577437 427.998779349177 271.000422762951 417.000577798714 420.000364903804 43.999980325038 55.9999500752771 36.0001178098725 26.000028553514 384.001012882645 373.999468232672 328.998864016771 329.000297208194 172.000530192286 94.9998200331341 153.000306044955 208.99972529246 520.000554384096 537.999125987895 525.998970451057 563.000754923571 57.9998415343021 74.0000035216748 52.999800753514 57.9999081029676
"Rv0596c" 200.000217160908 205.000142083118 145.000205229692 164.000247567262 93.0001180970146 99.9998977241625 52.0000493121224 67.0001169523845 156.999682541907 100.000120163658 134.000197338917 211.000211508162 16.0000027171763 14.0000441814787 9.00001338452005 14.0000239006751 132.000253493992 139.999857635133 154.999667353501 104.000087193188 63.0000752724402 34.9998926872952 75.9998771034633 51.9999730582561 203.999907220225 187.000076309991 183.000041188047 178.99991234367 11.9999875625197 13.9999533500113 15.9999935350632 28.0000510576927
"Rv0597c" 11033.9669654565 10996.9884661576 7504.00207283703 7472.98918376368 1712.99752218933 2165.9983298421 992.996680961601 999.997030495999 12984.0479767615 9273.98974570023 12064.0047944553 12599.0000424153 450.001766570074 574.998187046112 197.999524245466 215.99963868967 11269.9536366189 8172.97729957711 10791.9976568423 8465.00973463504 928.000846511759 575.997541788833 585.999187514224 741.003274574396 13897.0342761339 12738.9778343035 15147.0368625918 14762.990011357 465.000937470984 507.999640614541 423.999619663028 428.000154737376
"Rv0598c" 3358.00040059136 3445.00035194945 2436.99774177558 2437.99754460012 1260.00259178217 1409.99362385298 599.00156507177 611.002817736265 3739.98690212827 2924.00521277476 3685.0007102503 4130.00540229076 171.000303418048 214.000727547703 65.0000112472525 78.0000919800957 2795.99245457569 2664.00252428626 2766.99518918208 2733.00020021767 438.00028573544 235.999915907994 230.000063052165 297.999708613592 4780.99059619907 4901.0006254197 5271.99268292103 5188.99743910468 256.999731379566 238.0006123274 199.99981573776 223.999826515553
"Rv0599c" 521.001681957702 620.002032572799 450.999566972296 501.000523147339 300.999656181008 350.000265765836 166.999968493304 190.000324126385 571.000817971049 359.998677247819 499.998987188461 560.00174970903 34.9999891953529 32.0000135812736 25.0000173451069 36.0000200946742 275.000152939198 413.998687108957 335.998500929051 339.999749299766 141.000130997755 67.9997974083172 72.9999377583692 101.999777376138 542.998913273985 617.999029884331 605.99845392362 520.000543151816 53.0000304316304 49.9999268070522 46.0000289205413 54.0000319489964
"Rv0600c" 103.00002273802 132.000395073674 110.000114542898 127.999673909903 82.9999852682003 87.0001175780567 40.0000275382338 44.0001089179442 188.999957852721 156.999987941698 152.999199985162 201.99938450023 9.00000039938185 11.0000168405194 5.99998500265105 5.99999927952731 203.000376947303 245.999430291937 182.99954514675 181.000370790139 43.9999796246584 16.0000018405435 24.0000464832009 27.9998949163388 171.999909648024 209.000699522227 135.000091143969 108.999951818741 20.0000134206463 20.9999486310592 9.99997173443572 27.0000368309018
"Rv0601c" 72.0000537221566 84.0001656844085 77.9999756927691 65.0000012564605 27.9998881423007 48.9999812629378 24.0000845075845 22.0000947067886 164.999657313323 111.000076645068 104.000120184703 150.000797724217 8.00001063518387 4.99998897545067 1.00000080180001 2.00000574289387 138.999497638375 189.999931525815 147.999625349611 100.999857082451 31.0000405798455 15.000001302671 23.0000532217989 32.0000601339188 150.999077186075 148.000048854021 121.000116948348 82.9998531266499 8.99999599727425 9.9999766066282 5.99998903502715 8.00000400023454
"Rv0602c" 80.0000699055009 87.0000865077514 91.0000354047492 70.000139754761 59.9999581111617 67.0001108658973 33.0000179683553 42.9999776774485 106.999875678578 93.0000336787636 85.9998922449417 163.000051470355 8.00002486694799 5.99999034644422 5.99998783249698 5.00000512527393 173.000262289622 189.000210789811 150.999865523915 128.999972253928 71.9999142139793 26.9999853495586 28.0000475216147 33.999978140962 148.999925160875 135.000136241491 124.999774250953 104.000017910556 23.000019363358 13.0000063265985 16.9999772318122 15.0000375509197
"Rv0603" 13.0000685616467 15.9999893074187 14.9999984283441 9.99997396227776 16.9999609015952 17.0000328062446 8.99997857830474 10.0000401061898 20.9999691089129 18.9999695779808 12.0000501750773 26.999986724312 3.00001004638194 3.00000719553651 1.99999781320793 7.00000110753617 23.0000690801194 37.9998754240981 28.0000098167775 32.0000086159028 29.0000249877778 4.0000020920037 20.9999797628594 11.9999700120959 17.9999828270097 20.0000900092536 26.0000588837771 22.9999418420426 21.0000232283015 1.99999030710278 0.999997932662549 5.99999414824435
"Rv0604" 771.00063613585 814.000991256298 779.000647432871 668.000552938511 485.999071152098 587.00060692042 217.000051796682 218.000268677218 1071.99723404727 991.001711471419 753.999570247142 1366.00041965662 62.9998352437419 71.000100928412 18.0000179133368 36.0000304334672 1516.00037232992 1638.00062777386 1380.99873714437 1310.99957367295 431.999829696269 213.000027890721 380.000924215458 516.99986183313 1061.99996131496 1047.00224497283 927.998949532638 985.000314002449 170.999826234332 168.000048604569 146.999782925137 184.000142874929
"Rv0605" 8234.99970742691 8530.01495192352 6899.00767701316 6739.00725187876 1823.99680105591 2010.00385799691 2280.00255667925 2048.001766766 3249.9943149847 2308.00640180562 3009.99723130812 3059.99496532944 89.0000097802284 116.000294522322 297.0001226197 211.000248779394 2254.99223256944 2041.99147198914 2547.99696342568 2031.00266371582 429.000968990216 254.999783350181 9303.02639002916 11690.9715938236 3954.99469061216 4079.99687420288 3862.99539537365 4049.00835150951 291.000252042071 255.999624603982 282.999851115224 345.000654564676
"Rv0607" 1906.00598803238 2038.00312647879 1739.99774369348 1633.99950261164 412.000775979809 454.001107054184 587.001265319725 552.999340523019 535.997654574065 458.998813918273 577.000406252991 564.000454602926 17.0000228756504 35.0000033651053 56.9999776688185 61.9999463717252 538.001732297395 454.000283819522 602.998466938633 517.998444826281 195.0003015161 83.9998457547246 2814.01610926549 3663.9990666639 792.000832917221 713.000326105931 721.000584702972 779.998864814009 81.000215534336 70.9998524849054 61.0000433310274 81.0002618186663
"Rv0608" 773.999752513661 791.001485589953 874.999731013927 812.001826058534 613.001234867353 749.999800516844 373.00052722645 373.000607091415 970.001293654117 643.000029996246 843.000895774817 1031.00075246263 90.9998311884789 100.999966731404 96.9998558710554 89.0004206920396 515.001123596818 618.999365572282 446.000703996821 540.999426016924 197.000312224262 128.000118131624 365.000637812428 464.999832372512 579.998340606224 665.001033662591 630.999050669306 546.000999670867 100.999994631265 94.0000790326915 90.9999623194854 76.0003241542367
"Rv0609" 1321.99996626374 1464.99857045536 1109.00418673185 1092.99826234714 771.214327365912 904.001691627823 407.000395989204 479.002240338747 1523.00335267317 1000.00019961305 1483.99820874325 1560.9988795138 224.999852979141 221.998949787415 142.000236418584 146.000263069588 968.998074974059 1270.00228195402 890.00011889359 1025.00327432455 329.999018048016 227.9995986853 438.001417880791 650.000389803113 1036.9956038193 1098.00413794963 1067.00309276474 1061.99346709926 102.000016156374 121.999976596533 96.0002382053426 94.999847817025
"Rv0609A" 731.000997779817 921.001922001766 841.001836484799 843.001212823551 795.783664078534 789.002138612411 577.000561229325 479.999724206118 872.999169879158 572.998843543271 851.999108428356 886.000817834566 117.999873191079 115.99987774121 90.9998540221544 90.9998238830435 558.001329490213 764.000381245614 707.000440902137 673.999813004159 262.000145305612 217.000124218445 402.00085855744 408.999787642319 767.998469101578 826.001566613899 681.000492811486 674.000979799033 155.00032609133 183.999733828473 108.000266081332 150.000324713776
"Rv0610c" 1660.00175342433 1814.00184488114 1603.00192102612 1581.00256516621 1324.00141681027 1728.00044279899 680.002237156227 640.998729658001 1957.99773237161 1565.99898567032 1755.99878322658 2288.00050012322 173.999676446327 173.000223763255 117.000091004768 120.999826452093 2369.00277685685 2192.00021148347 2393.99515664594 2128.00160226396 860.003168102762 455.000380918793 832.999167150456 880.00100043409 2687.99928530571 2509.00087082184 2557.99883678941 2741.00136482884 743.000103897601 621.999101616929 681.999213477307 863.000527503097
"Rv0611c" 1112.99899678657 1016.99935320906 1000.0012579294 1104.00118880362 1613.00095800063 1918.00185797204 1322.99963470114 1232.00229057092 1305.99787022607 1025.0004456616 1333.00149113247 1470.99917728949 392.999963837749 415.000121041466 469.000267156304 337.000065353697 1141.00113455669 1161.00045207484 1346.99820683709 1162.00250090154 1308.00056954443 949.997460126009 1316.00306040706 1384.9969964718 1643.99829209366 1920.00050486323 1701.9977694584 1598.99763763772 978.000484788083 1110.99640957444 1000.99810651478 1181.00243875979
"Rv0612" 287.999962767237 354.000760164672 331.000641930758 332.001124929156 323.000592728192 454.001633297541 309.999072269902 328.000465356172 441.999460286396 331.999696301656 355.000238169447 466.000682723948 186.000145194538 181.000280531839 136.000121086644 169.000124026057 678.000886556598 793.000510836834 572.998448245629 670.000153165719 842.000786748049 435.00038381042 744.002308690547 1108.99922511007 385.999373123521 362.99959772105 374.000958878099 380.000625996017 149.000209993393 155.999820746719 131.999975942919 220.000278968048
"Rv0613c" 3982.40457093505 4615.23497431624 5287.5659065479 4390.74334211247 2565.44903552431 3412.98182232412 1048.44387760108 1162.89901712875 7678.13607954186 6850.59660048339 5131.09781030673 8964.16150428884 255.001020391302 413.562640602177 141.99985811227 153.000040857623 15906.3225307028 17458.2984178109 12165.1948950481 13110.0312351983 2278.60811489799 1244.45406950604 529.068346026623 657.341336633265 6027.20656892079 5442.15942651448 5386.8205654726 5358.60130905496 798.867059814501 692.313065958582 609.708618697335 748.49798570505
"Rv0614" 63.5938741547846 61.7681229845275 89.4302309262081 94.2580810008107 129.548311489777 138.019307807998 65.555768926071 44.1001681071731 146.868487699606 122.403084230926 147.90278951192 126.840818977844 11.9999883465005 17.4374677787905 3.00000084235292 11.9999925806377 213.617967341415 249.748924231631 191.763147506335 186.980602229992 151.384072083 78.542834648639 81.9314960071098 86.6599065651277 94.7979687673307 80.8364192506368 78.1855027703698 74.3939882125507 42.1338589481801 37.6864699039726 35.2901585558389 51.501667662165
"Rv0615" 453.000499042361 493.0012596384 592.999815947245 557.001523071976 1157.99724327919 1314.00079019722 539.999641098378 677.001916677568 987.999632256926 610.998699833635 844.001102894325 1120.00169331795 211.99974009939 234.000301937361 320.000329924405 196.999803357873 931.999917974035 1096.99887151614 948.997667151397 939.99932163541 2053.9990629869 1386.99985219225 1388.00442130856 1890.00055140536 690.998552780595 815.001434845767 622.000601734518 614.000593021212 302.000465097674 309.999780100123 275.000168605346 361.000470369852
"Rv0616A" 999.000840904718 1019.00065732319 975.000851109032 1007.00209251667 960.999048604014 1111.00121064695 561.001421292287 562.000450820489 1062.99995767181 777.999212236034 1049.00192589114 1132.00133069454 127.999819251234 134.00026844361 114.000092153717 100.99993936558 853.999330614191 1050.99830999014 943.998981024563 940.001413560315 591.997988551768 423.000409116901 392.00083720029 452.999900490993 1201.9991673933 1242.00200393963 1290.00116013054 1304.99980098433 256.000214072682 222.999758403908 225.000285507 152.00007541837
"Rv0617" 1913.9962368428 2021.99733347355 1640.00144080087 1844.99913292896 1735.99235940421 1994.00089042752 948.000546910607 956.003887907457 1975.99650076871 1503.00043081433 2136.00056509107 2171.99770884272 181.000762965754 228.998900502701 140.000211450913 107.000141472487 2055.00209034189 2030.99363280263 2031.99651989417 2134.99729886706 720.999233148568 546.999253934765 436.001759091133 633.000424239308 2370.99341187525 2372.99963070681 2504.9946255946 2775.99890276741 401.001602238414 299.99946860676 301.99979503612 264.999620804827
"Rv0618" 461.999258156887 538.001794731276 421.999965537592 441.99999548336 204.999833788123 286.000460267028 110.999863469298 111.000284877879 595.997984186574 386.999080571867 466.999104197912 699.000727622626 31.0000108155777 43.0000225939646 18.0000250466399 23.0000110596873 873.999936203797 998.000927893009 786.001041921461 804.000978549119 237.999677926152 129.000340200092 109.000194489763 162.999769747994 661.999611274875 658.998447775471 762.000215425726 708.001304880491 34.0000336072884 17.9999933477656 31.9999771609655 18.9999937059499
"Rv0620" 61.0000705639909 78.0000572763261 68.0001087356464 54.0000820437027 18.9999916181661 36.0000194751666 13.0000181494527 8.00002307813055 29.9999766546496 25.9999979176489 26.0000124043174 59.0001535758663 1.99999807559345 4.00000642487374 3.0000044862223 1.99999900079255 55.0000561445076 45.000207897741 37.9999704768469 19.0000261274719 19.9999886608434 14.000032598286 10.000034406713 9.99997236171375 50.9999783041552 83.0000220301164 66.0000760479771 67.0000168086462 3.00000689541047 1.99999331255304 2.99999958469096 0
"Rv0621" 809.999517011898 806.000216901851 845.000014876837 702.9998017394 636.999659423392 854.998860860165 465.000113599482 524.998285590291 660.998284265983 505.001482141101 564.999919125699 696.001170541647 89.9998209804001 125.000310416483 78.0000312935513 70.0001268092628 783.000947691553 747.99888212421 661.997184954367 651.998834166255 563.999628583972 307.000147951032 889.004468900799 1247.99780401261 560.001272529598 555.999308401316 527.999090435051 511.000824097457 413.00037834894 406.99940261351 395.999352774155 518.000452639878
"Rv0622" 358.999227315589 433.001350120716 412.999173511344 381.000233378427 411.998221984037 451.998611709628 436.000086704086 418.000628577254 316.999654716624 221.000124463213 299.99998004523 298.99987896789 77.9998521955279 101.000153994941 76.000307785957 49.000093820753 246.000210426265 289.00019163986 285.999725341674 266.000317377906 401.999966802634 252.000295480194 330.000684763468 384.999916858198 212.999803377314 237.000091852407 260.999629735871 257.000086895744 432.000695964209 392.999130531762 363.999470322989 483.000704282327
